"Gene","Promoter","Enhancer","Methylation_score","NR_R_logFC","NR_R_P.Value","R_REL_logFC","R_REL_P.Value","OR_R_logFC","OR_R_P.Value","NR_OR_logFC","NR_OR_P.Value"
"HECTD1",0.285714285714286,0.0211581673551891,0.306872453069475,0.170310490683232,0.229902649627971,-0.0396259428571506,0.805194614912167,-0.0865804935064931,0.583546316537035,0.256890984189726,0.0358036780879711
"HECTD2",0.0454545454545455,0.0314804009284112,0.0769349463829566,0.144696442919255,0.777704290535313,-0.73373852857143,0.209810098851865,0.243608120389611,0.671476459641199,-0.0989116774703553,0.820209962134056
"HECTD3",0.181818181818182,0.083032068829139,0.264850250647321,0.0156270124223603,0.927476959648895,0.0298653571428478,0.877622771446902,0.124150415584415,0.519431533691436,-0.108523403162055,0.457975441672978
"HECW1",0.0967937084089534,0.0666666666666667,0.16346037507562,0.768154298136645,0.340758697311479,-2.20954882857142,0.02366969372859,1.85193879220779,0.043743973459629,-1.08378449407115,0.116472357601193
"HECW2",0,0,0,0.295615506832298,0.683934766386949,-1.12142506957143,0.178588304574951,0.460729183116883,0.571388014487967,-0.165113676284585,0.788792008087006
"HEG1",0.166666666666667,0.0972049689440994,0.263871635610766,0.136645863354037,0.826421647303188,0.131950771428568,0.851924073584921,0.252591337662336,0.717534828359747,-0.115945474308299,0.826568688941391
"HELB",0.1,0.0031055900621118,0.103105590062112,0.23778295652174,0.407243042934708,-0.225357000000006,0.486725824416906,0.0747986363636368,0.815350751470539,0.162984320158103,0.503025188666611
"HELLS",0.0540540540540541,0.078125,0.132179054054054,0.652050987577641,0.143672280549701,-1.46500475714286,0.00485928574721813,0.690387857142858,0.166390787571701,-0.0383368695652173,0.918458103420268
"HELQ",0.0677966101694915,0.0431608466193446,0.110957456788836,0.416659565217393,0.0139812363381893,-0.427858600000005,0.0266532370067438,0.243923363636365,0.188699416869169,0.172736201581028,0.219042607884486
"HELT",0,0,0,0.195637217391301,0.384083144969235,-0.0742898999999948,0.769021992598574,0.00606518181817872,0.980702804787583,0.189572035573122,0.321220707705487
"HELZ",0.167958656330749,0.128846605590792,0.296805261921541,0.291347496894411,0.149439174609525,-0.00538901428572025,0.981068151793324,-0.0937207402597418,0.675817819596028,0.385068237154153,0.0270913145589593
"HEMGN",0,0.113636363636364,0.113636363636364,-0.622547602484472,0.504177779277454,1.07873052857142,0.308059091560987,0.548685935064938,0.598853864502137,-1.17123353754941,0.142528379267415
"HEMK1",0.0526315789473684,0.091548136969585,0.144179715916953,0.0317000807453427,0.919992582099931,-0.000674628571431413,0.998490110582293,0.139342883116885,0.693665512619673,-0.107642802371543,0.688199695822074
"HEPACAM",0,0.115384615384615,0.115384615384615,-0.611235217204969,0.658834765816366,1.62451291285714,0.30116772578408,0.842559807142857,0.587066266855558,-1.45379502434783,0.219433604519345
"HEPACAM2",0,0.0625,0.0625,0.963874565217391,0.141827361462125,-1.40510479999999,0.0687187235385656,1.17078927272727,0.111839415143501,-0.206914707509882,0.707431142819732
"HEPH",0,0,0,0.408821774534159,0.662290128273635,-0.926142057142853,0.389913296953237,0.251589493506492,0.810225591915683,0.157232281027667,0.843083091746406
"HEPHL1",0,0,0,0.509433675776397,0.629299810220994,-0.43472194142857,0.718282487659571,0.125200335064934,0.915550652430037,0.384233340711463,0.668053023264574
"HEPN1",0,0.25,0.25,0.0560046521739102,0.631355419450001,-0.0742898999999912,0.572952083798651,0.00606518181817872,0.962952460319621,0.0499394703557314,0.614438842336974
"HERC1",0.307692307692308,0.0585811345339476,0.366273442226255,0.25773760248447,0.108376443760227,0.00884287142856088,0.960580623709247,0.0965523376623398,0.586789406687781,0.16118526482213,0.234197592915637
"HERC2",0.25,0.0281385281385281,0.278138528138528,1.68381500621118,0.297606185978157,-0.203813521428569,0.91113985201263,0.708538662337662,0.694149974031789,0.975276343873516,0.476124306237429
"HERC2P2",0,0,0,0.505290720496895,0.0754463931302848,-0.275548885714294,0.387638430997985,0.265165831168833,0.3987958712249,0.240124889328062,0.314335605192162
"HERC2P4",0,0,0,0.433029453416151,0.424130802823667,-0.412382914285719,0.501131772241249,0.736064350649352,0.227146616041935,-0.303034897233201,0.50968010233964
"HERC3",0.137254901960784,0.0246225319396051,0.161877433900389,0.232318329192548,0.107887195261395,-0.338915185714291,0.0465025913851852,0.0598231038961048,0.708085489907418,0.172495225296443,0.158504468761943
"HERC4",0.042979099205181,0.0447364455442403,0.0877155447494214,0.0946109316770203,0.586747430062083,-0.0151735142857143,0.9386439002644,-0.0332453766233751,0.864408644986899,0.127856308300395,0.388185955637475
"HERC5",0.235294117647059,0.118519301211609,0.353813418858668,0.414370192546586,0.261785438314977,-0.656669914285716,0.122218790870411,0.0721230779220772,0.860674752307014,0.342247114624509,0.274927803506902
"HERC6",0.125,0,0.125,0.435798515527953,0.180198651129316,-0.148978528571436,0.685995572030358,-0.0544235714285706,0.880115103995284,0.490222086956524,0.0779303473802939
"HERPUD1",0.0588235294117647,0.0535390199637024,0.112362549375467,-0.510045565217389,0.123406296264496,-0.153493400000007,0.678169798768274,-0.155173999999999,0.672043115542523,-0.35487156521739,0.205033988711085
"HERPUD2",0.375,0.0643178916887204,0.43931789168872,0.11574652173913,0.467164774866478,-0.154805200000007,0.390625823202083,-0.0286641818181819,0.871945938646453,0.144410703557312,0.286965155158653
"HES1",0.333333333333333,0.0417459436604831,0.375079276993816,0.318099783850931,0.740622349137396,-1.04305838628571,0.339679971379471,-0.170732831168832,0.873907367243012,0.488832615019763,0.549689668258506
"HES2",0,0,0,0.130849304347821,0.604693515710653,-0.281342499999994,0.329135652791339,0.356493818181815,0.211081227113809,-0.225644513833994,0.295288848096264
"HES3",0.2,0.0649687077164311,0.264968707716431,0.677328130434779,0.200959399232361,-1.72237129999999,0.00550877643826179,0.515737272727272,0.382463809483478,0.161590857707507,0.717270401181384
"HES4",0.117647058823529,0.0689987163029525,0.186645775126482,-1.19450453678261,0.293361816878026,-0.243692609999999,0.848800144524321,-0.41703560909091,0.741964989911971,-0.7774689276917,0.419521252746758
"HES5",0.181818181818182,0.114147262363013,0.295965444181195,-1.07092823602485,0.0825495896368653,0.771215414285724,0.26601880115311,0.112622012987013,0.868477724827608,-1.18355024901186,0.0253842109216261
"HES6",0.171428571428571,0.0324074074074074,0.203835978835979,-0.944749964596273,0.310125463316536,0.104027582857142,0.920834714028217,0.707967445324675,0.495821879553419,-1.65271740992095,0.03982013741272
"HES7",0.0588235294117647,0.201275510204082,0.260099039615846,0.390920080745338,0.661135937090959,0.0888303714285756,0.93060690808343,0.554099337662336,0.579316848269193,-0.163179256916998,0.82928189643916
"HESRG",0,0,0,0.340678161490678,0.433146207862041,0.25290224285715,0.608191479829268,-0.0240229610389608,0.960516519685985,0.364701122529639,0.324043195413419
"HESX1",0.157894736842105,0,0.157894736842105,0.449622877639752,0.503508657967278,-0.955819922857144,0.211308282299997,0.311225342857143,0.678855645935933,0.138397534782609,0.808030473473568
"HEXA",0.0487804878048781,0.0465,0.0952804878048781,-0.0206196894409922,0.945061308155523,-0.300465571428576,0.376749996574051,0.151871025974027,0.650791739583038,-0.172490715415019,0.498298203826908
"HEXB",0.037037037037037,0.039047619047619,0.0760846560846561,-0.581848155279501,0.0362911386989158,0.242788285714281,0.43028509182988,-0.395775558441557,0.197070235554334,-0.186072596837945,0.421300348969983
"HEXDC",0.0975609756097561,0.0711451247165533,0.168706100326309,0.24571901863354,0.393766507910354,0.0433674857142821,0.893859394497424,0.0996558051948053,0.756695490475767,0.146063213438735,0.549780330257856
"HEXIM1",0.0755813953488372,0.0603389830508475,0.135920378399685,0.17766940993789,0.419178600588523,-0.433230914285718,0.0849254795624276,0.0586264415584417,0.811306159991251,0.119042968379448,0.523350393962911
"HEXIM2",0.0454545454545455,0.148870831153166,0.194325376607712,0.0281918000000001,0.913186197785545,-0.327300040000002,0.273764074477016,-0.0958821636363634,0.740742664148684,0.124073963636363,0.572704401451451
"HEY1",0.0666666666666667,0.0552287581699346,0.121895424836601,-0.721418780745343,0.439906926003202,-0.535530371428571,0.612006831178771,-1.08391788311688,0.301380522534747,0.362499102371539,0.647012436902067
"HEY2",0.3,0.0331626394105172,0.333162639410517,-1.17452482360249,0.220838357662436,1.68241217142858,0.133994227330004,-0.861882571428572,0.420411482831368,-0.312642252173913,0.699138766566495
"HEYL",0.153846153846154,0.166666666666667,0.32051282051282,1.54615148136646,0.145610231142879,-3.14011224371428,0.0105696670440332,1.89861758571428,0.111411144104879,-0.352466104347826,0.693072587251548
"HFE",0.0950409149166913,0.0504464263354347,0.145487341252126,1.04345930434783,0.219376650033853,-0.7257113,0.448378198157111,1.58707290909091,0.0975372342168588,-0.543613604743084,0.448952120061205
"HFE2",0.0571428571428571,0.0357223892610533,0.0928652464039104,0.184522666459627,0.82138565314749,-0.177872566285714,0.850015152609835,0.168501063376623,0.853952315892036,0.0160216030830041,0.981579800339629
"HFM1",0.0133333333333333,0.0811816578483245,0.0945149911816578,-1.07293074906832,0.429682531914146,-2.20323076571429,0.155586046310103,1.83228844025974,0.230551960247434,-2.90521918932806,0.0143960992845043
"HGC6.3",0,0,0,0.699109913043475,0.160844024810921,-0.0742898999999948,0.893995904497743,0.13589536363636,0.805828235056262,0.563214549407116,0.183003016197208
"HGD",0.0292778116230985,0.0358571877004491,0.0651349993235476,-0.133874377142857,0.878353195752753,-0.404590736857143,0.682744953322788,-0.0447149098701294,0.963591455056221,-0.0891594672727278,0.904454363303959
"HGF",0.306818181818182,0.0786416159597978,0.38545979777798,0.720384490683228,0.375615270995046,-0.753333342857136,0.416746516988068,0.0620735974025965,0.945434361595024,0.658310893280632,0.340704501396402
"HGFAC",0.3125,0.0793572014405348,0.391857201440535,-0.500753790683227,0.494118227126899,0.224952042857135,0.785291421398443,-0.492577233766231,0.547943123529267,-0.00817655691699581,0.989484697582769
"HGS",0.0340909090909091,0.291739462676963,0.325830371767872,0.260152683229816,0.336299545174968,-0.147730857142858,0.628267740940955,0.122424402597403,0.685045854738913,0.137728280632412,0.547722932725124
"HGSNAT",0,0,0,-0.102849422360246,0.487906953869555,-0.0782399428571514,0.641066893824782,-0.0309804935064939,0.851675536458957,-0.0718689288537524,0.567856381226965
"HHAT",0.121212121212121,0.0931964573268921,0.214408578539013,0.13834011180124,0.834717445318325,-0.263822585714279,0.724875595691913,-0.109084623376626,0.883203034814888,0.247424735177866,0.660597539509405
"HHATL",0.121212121212121,0.0931964573268921,0.214408578539013,0.497888591925466,0.257098235578954,-0.216535117142858,0.6608135589769,0.262796320779222,0.59136619765333,0.235092271146244,0.526706200096313
"HHEX",0.333333333333333,0.0342741935483871,0.36760752688172,-0.248479440993788,0.514543641781298,0.301375471428568,0.484534000310257,-0.248197298701297,0.560892567080381,-0.000282142292491017,0.999303121972558
"HHIP",0.176003734827264,0.0510425719837485,0.227046306811013,1.55065280881988,0.0640214541152019,-1.50032978142857,0.113614100460625,1.56498678961039,0.0940618418192933,-0.0143339807905134,0.983622378994786
"HHIPL1",0.156862745098039,0.075843137254902,0.232705882352941,-1.85106549919255,0.0518878785477447,1.61720685571429,0.130330936819354,-1.1047779738961,0.293398354476054,-0.746287525296445,0.348651124990772
"HHIPL2",0,0,0,-0.0638233391304368,0.945889759895912,0.486438220000005,0.662985998108072,-1.84304723636364,0.0849562780084245,1.7792238972332,0.0297874835180883
"HHLA1",0,0.00740740740740741,0.00740740740740741,0.210053217391299,0.360192050902961,-0.0742898999999912,0.773623775577286,0.00606518181817695,0.98109819288863,0.203988035573122,0.296061548122629
"HHLA2",0,0,0,1.80663021428571,0.0404392898951402,-0.704025704285713,0.471082610599649,0.645419987012986,0.504936401096,1.16121022727273,0.117478481511385
"HHLA3",0.0344827586206897,0.0365314022445684,0.0710141608652581,0.304311057925466,0.383380624149456,0.0705799878571433,0.858475318973851,0.0474823125974024,0.902971850672079,0.256828745328063,0.38631838652796
"HIAT1",0.1875,0.080706312774639,0.268206312774639,0.120892888198759,0.439709800784437,0.141473085714283,0.427171127404729,-3.2558441557029e-05,0.99985129518842,0.120925446640316,0.363351518360259
"HIATL1",0,0,0,-0.40041142857143,0.102579872123681,-0.152347671428574,0.586954150732735,0.0190599350649343,0.943908442645238,-0.419471363636364,0.0455485644926514
"HIATL2",0,0,0,-0.406010649689442,0.147887475311388,-0.00888372857143249,0.977449149240047,-0.214476571428571,0.491250461744134,-0.19153407826087,0.417975024874161
"HIBADH",0.181818181818182,0.293739376092317,0.475557557910499,0.127460527950313,0.576670211970575,0.184073528571425,0.487824816476571,0.0703800259740266,0.782893223118087,0.0570805019762863,0.768199017899375
"HIBCH",0.131578947368421,0.04185360094451,0.173432548312931,0.488588478260869,0.0410496762109939,-0.341536000000005,0.203070655959579,0.299613454545455,0.256050611913809,0.188975023715415,0.343751268154881
"HIC1",0.150999341093784,0.0711558384559345,0.222155179549719,-0.0385050987577641,0.946337938036692,-0.476958274285714,0.465730865679273,-0.244093636623377,0.703460435673631,0.205588537865613,0.672461338320242
"HIC2",0.166666666666667,0.116058071535428,0.282724738202094,0.170581354037268,0.492895569653784,0.199030628571427,0.482259861985824,-0.213301337662337,0.444234691761194,0.383882691699605,0.0732968753951342
"HIF1A",0.0946915351506456,0.052704411144597,0.147395946295243,0.0474518198757785,0.81872854413841,0.0619928714285667,0.791275916274885,-0.235876207792208,0.311577509578408,0.283328027667986,0.111745023978042
"HIF1AN",0.125,0.0637254901960784,0.188725490196078,-0.230208173913041,0.511247409653007,-0.00813670000001387,0.983604470494815,-0.526562909090908,0.18285669511634,0.296354735177867,0.320777321761741
"HIF3A",0.204511617414843,0.0926211625370111,0.297132779951854,1.11567391304347,0.216512690465714,-1.40799879999999,0.176021643352455,0.617118636363635,0.539196082512666,0.498555276679839,0.51306181694565
"HIGD1A",0.0733695652173913,0.0197916666666667,0.093161231884058,-0.147040472049688,0.473311660070047,0.043915728571426,0.849266583092147,0.209015662337662,0.363567414616063,-0.35605613438735,0.0447487526324909
"HIGD1B",0.444444444444444,0.0555555555555556,0.5,-0.00776860683229885,0.989945468000476,-0.63700441142857,0.362687810777778,-0.323164155844156,0.64014988430743,0.315395549011857,0.547642188319605
"HIGD1C",0.333333333333333,0.0909554974607067,0.42428883079404,1.33911452173913,0.0963935262316211,-0.598640599999996,0.507369496286845,0.985409909090906,0.270764748982108,0.353704612648222,0.600313992820753
"HIGD2A",0.0512820512820513,0,0.0512820512820513,-0.350168944099376,0.209245086735296,0.170070657142855,0.588184006833174,-0.177337493506492,0.567668049909713,-0.172831450592883,0.463091025736097
"HIGD2B",0.04,0.21530612244898,0.25530612244898,0.0560046521739102,0.856753953044286,-0.265305999999991,0.451921881544839,0.722699636363634,0.0418604442093669,-0.666694984189724,0.014236020116941
"HILS1",0.06,0.090958605664488,0.150958605664488,0.639866944099377,0.164292254238261,-0.137535057142849,0.78995860067446,-0.201110961038964,0.693621724659101,0.840977905138341,0.0337401035230485
"HINFP",0.0606060606060606,0.0171957671957672,0.0778018278018278,0.352728571428572,0.0767864983354584,-0.155139871428573,0.485704314803897,0.185436935064935,0.400163638297709,0.167291636363638,0.317545491788414
"HINT1",0.072463768115942,0.0474386724386724,0.119902440554614,-0.231895981366455,0.470168587554667,0.232362185714283,0.527070219506311,0.0168224415584426,0.962590661884925,-0.248718422924898,0.362492619556348
"HINT2",0,0.0443510737628385,0.0443510737628385,0.506848229813666,0.0749694866642624,-0.712707342857146,0.0282525109017277,0.596190597402599,0.0619181180346726,-0.0893423675889329,0.707243734514003
"HINT3",0.222222222222222,0.029070870649818,0.25129309287204,-0.000548409937888295,0.998001938254237,-0.144609785714287,0.560013552461691,0.133520194805195,0.586790893017417,-0.134068604743083,0.472191631426831
"HIP1",0.070697118972981,0.0644955300127714,0.135192648985752,0.226509546583852,0.567938202398493,-0.12109388571429,0.786935751941116,0.298839467532469,0.501429370386725,-0.0723299209486168,0.829726538733211
"HIP1R",0,0.0369855967078189,0.0369855967078189,-0.38705901242236,0.428717991450533,-0.0674136571428594,0.905524570845945,-0.293802142857143,0.59107879670072,-0.0932568695652165,0.821820556869811
"HIPK1",0.0892857142857143,0.0595566502463054,0.14884236453202,-0.176183478260862,0.318466604691437,0.0535736999999958,0.787799061465929,-0.14054954545454,0.476241907710919,-0.0356339328063218,0.811286241217803
"HIPK2",0.0714285714285714,0.0225866977225673,0.0940152691511387,-0.49918273291925,0.177452392489786,0.289148328571423,0.489334750401759,-0.332864701298702,0.419173696189237,-0.166318031620547,0.593752164952468
"HIPK3",0.0847457627118644,0.0658854166666667,0.150631179378531,-0.209805049689438,0.315921144701691,0.199083571428567,0.3988408503534,-0.395474298701296,0.0945548254448664,0.185669249011858,0.296214807494558
"HIPK4",0.129032258064516,0,0.129032258064516,0.67891322484472,0.358605559487831,-1.20159088571428,0.155655774734427,-0.18832625974026,0.819409294026201,0.867239484584981,0.16966786816567
"HIRA",0.0970238095238095,0.132478632478632,0.229502442002442,-0.0399421552795021,0.795852062424493,-0.151531814285716,0.394621265105332,0.0808042597402592,0.640556737041688,-0.120746415019761,0.359031419093753
"HIRIP3",0.0873015873015873,0.0690208672358333,0.156322454537421,0.0894323602484479,0.772884311265421,-0.566607742857145,0.110018633425138,-0.0189148571428559,0.956521353046153,0.108347217391304,0.680686598196011
"HIST1H1A",0.0816326530612245,0.043463044295601,0.125095697356825,-0.777380192484473,0.37061302539498,-0.428164956428572,0.661492696638177,0.030185762337662,0.975134012542726,-0.807565954822135,0.274422246807606
"HIST1H1B",0,0.0605222579653203,0.0605222579653203,-0.685528919254655,0.278919213824656,-0.508689828571437,0.475469361292004,0.781861064935066,0.270340759986257,-1.46738998418972,0.00815356005764893
"HIST1H1C",0,0.0294200837998792,0.0294200837998792,-0.470149919254654,0.106286107945121,0.0626439714285709,0.847120769968607,0.214900792207795,0.504968304217228,-0.685050711462448,0.00688265484280758
"HIST1H1D",0,0.0521256212277085,0.0521256212277085,-0.306589906832294,0.391654867229467,0.183420028571422,0.649698337180173,0.106945480519483,0.788923485539608,-0.413535387351778,0.176153373607
"HIST1H1E",0.09375,0.0423559538000532,0.136105953800053,-0.188209701863354,0.467054723016395,0.152543571428565,0.60164286206061,-0.0488347532467515,0.865857418349135,-0.139374948616602,0.525688390839706
"HIST1H1T",0,0.0375880907217632,0.0375880907217632,0.921943872111801,0.17218677380011,-0.773774605285714,0.308346745779513,1.26090308792208,0.0970830651491606,-0.338959215810277,0.551339114593075
"HIST1H2AA",0.114285714285714,0.03,0.144285714285714,0.0560046521739102,0.692227832025933,-0.0742898999999912,0.641976939274013,0.0999460909090883,0.528768404235677,-0.0439414387351782,0.714552121717409
"HIST1H2AB",0.037037037037037,0.0453307704481906,0.0823678074852276,-0.729166571428571,0.168998037036235,-0.469735728571433,0.433057691017721,0.762917701298702,0.198288844778786,-1.49208427272727,0.00151354101117405
"HIST1H2AC",0.0238095238095238,0.0659518595016307,0.0897613833111545,-0.397445260869564,0.126830602265839,0.178441599999994,0.540506037557953,0.215484818181819,0.455681987245269,-0.612930079051383,0.0069348228983229
"HIST1H2AD",0.0434782608695652,0.0514172177430842,0.0948954786126494,1.45679083726708,0.0258985573162608,-1.75064268857143,0.0183259113791802,1.04729124675325,0.146577645397074,0.409499590513834,0.450393962093391
"HIST1H2AE",0.0416666666666667,0.0470572567265581,0.0887239233932247,-0.416132509316769,0.256107746017613,0.152581957142848,0.710866642887292,0.150072415584416,0.712962328698348,-0.566204924901186,0.0717386710253864
"HIST1H2AG",0.05,0.0777567001816351,0.127756700181635,-0.394306366459628,0.36067535952239,-0.510692685714295,0.296338547698411,0.518619103896103,0.28389278587809,-0.912925470355732,0.0152651095389103
"HIST1H2AH",0,0.0490361802301473,0.0490361802301473,-0.513186242236022,0.313704274151147,-0.496256814285723,0.388615920093685,0.724538259740261,0.205514597201926,-1.23772450197628,0.00574357843829667
"HIST1H2AJ",0.05,0.0872716712202557,0.137271671220256,-1.06252999378882,0.189687421369464,-0.470003771428573,0.605185663841067,0.474085935064937,0.598584700863002,-1.53661592885376,0.028033320479841
"HIST1H2AK",0.0833333333333333,0.0652436397707066,0.14857697310404,-0.444665857142853,0.110210263109096,-0.103609642857148,0.739777110509272,0.316862597402596,0.305706632047596,-0.761528454545449,0.00192743265850302
"HIST1H2AL",0.0454545454545455,0.0539232161682632,0.0993777616228086,-0.738975807453414,0.170572862502606,-0.587710414285721,0.333079218873077,0.667957714285715,0.267139794184271,-1.40693352173913,0.00306653833812555
"HIST1H2AM",0.0434782608695652,0.0608625519181306,0.104340812787696,-0.661717527950313,0.0819631990596377,-0.348822028571439,0.411868749499649,0.417726428571427,0.321686724389853,-1.07944395652174,0.00131515107775798
"HIST1H2BA",0.114285714285714,0.03,0.144285714285714,0.258882869565213,0.531885049795586,-0.68891359999999,0.151952256439575,0.00606518181817961,0.989545868938169,0.252817687747034,0.472519818910149
"HIST1H2BB",0.0333333333333333,0.083183060154925,0.116516393488258,-0.898183155279503,0.094937926113501,-0.127967314285717,0.831290704711473,0.458542987012988,0.441286389384095,-1.35672614229249,0.00393166640932352
"HIST1H2BC",0.0238095238095238,0.0659518595016307,0.0897613833111545,-0.753137229813666,0.00432440214757638,0.393376042857138,0.172700104461775,-0.0355793246753215,0.899986518337692,-0.717557905138344,0.00153206708640012
"HIST1H2BD",0.09375,0.0423559538000532,0.136105953800053,-0.217570844720493,0.423968521395885,-0.112958785714291,0.712637853059499,0.359462376623378,0.240077273357912,-0.577033221343871,0.015173726038544
"HIST1H2BE",0.181818181818182,0.0436875671944629,0.225505749012645,-1.09914699378882,0.0526094037585548,0.13733472857142,0.827038173812096,0.493975753246755,0.429147519931153,-1.59312274703557,0.00139858761160727
"HIST1H2BF",0,0.0502184506602208,0.0502184506602208,-0.452944018633541,0.142871223313813,0.274126514285709,0.428907784847712,0.0911129220779188,0.790212073729207,-0.54405694071146,0.0403805398906228
"HIST1H2BG",0.0416666666666667,0.0470572567265581,0.0887239233932247,-0.553757192546583,0.196060840658631,0.187171814285712,0.697007387103431,0.191915285714289,0.686780183406392,-0.745672478260872,0.0429941573684259
"HIST1H2BH",0,0.0533991874800621,0.0533991874800621,-0.72007400621118,0.123664336959504,0.0897684714285658,0.863640524300388,0.426234519480518,0.411671302105788,-1.1463085256917,0.00506965636038682
"HIST1H2BI",0.0208333333333333,0.0423168117735959,0.0631501451069293,-0.86255314285714,0.0466153570530464,0.0889816428571333,0.853190142248305,0.351925766233768,0.460491037376663,-1.21447890909091,0.00142102373961077
"HIST1H2BJ",0.05,0.0777567001816351,0.127756700181635,-0.650632900621121,0.107987767950377,0.0610328571428536,0.89269368448668,0.273495506493508,0.541666355937478,-0.924128407114629,0.00861584444076358
"HIST1H2BK",0,0.0490361802301473,0.0490361802301473,-0.453085409937884,0.105769495999516,0.0635996142857049,0.838659000155931,0.0455327402597412,0.883031437731884,-0.498618150197625,0.0377825322356422
"HIST1H2BL",0,0.0911040088383838,0.0911040088383838,-0.677939105590057,0.173727474566786,-0.106365685714296,0.849146473290479,0.598920740259743,0.28153933770954,-1.2768598458498,0.00359309259930776
"HIST1H2BM",0.05,0.0872716712202557,0.137271671220256,-1.20238057763975,0.079924683650351,-0.159230257142864,0.835059119752173,0.576498675324677,0.44753388421293,-1.77887925296443,0.00308662931498279
"HIST1H2BN",0.0833333333333333,0.0652436397707066,0.14857697310404,-0.429764683229811,0.169731370869836,-0.036999542857151,0.916299162088363,0.414777324675327,0.235572488038638,-0.844542007905138,0.00226434863304538
"HIST1H2BO",0.037037037037037,0.076560554186277,0.113597591223314,-0.666155701863353,0.142699552660042,-0.387670928571431,0.44865442444882,0.457593428571432,0.365312156996209,-1.12374913043478,0.00476529797074096
"HIST1H3A",0.0816326530612245,0.043463044295601,0.125095697356825,-0.421192813664595,0.223589261966426,-0.0873688428571455,0.824946558035399,0.306343688311688,0.427282901380476,-0.727536501976283,0.0155830905475935
"HIST1H3B",0.25,0.0337830962473411,0.283783096247341,-0.77111606832298,0.286316067617185,-0.74559801428572,0.362579495444519,0.853911441558445,0.291747983024144,-1.62502750988143,0.010172205146398
"HIST1H3C",0.0333333333333333,0.083183060154925,0.116516393488258,-0.695352422360245,0.303799213261917,-0.356553742857147,0.64098922812829,0.51378877922078,0.496191365334862,-1.20914120158103,0.0384669898654833
"HIST1H3D",0.0434782608695652,0.0514172177430842,0.0948954786126494,-0.724929521739129,0.09765669832946,-0.180122000000006,0.71495785975434,0.373538909090912,0.440896023927947,-1.09846843083004,0.00410876402196995
"HIST1H3E",0.16,0.0474177184485191,0.207417718448519,-1.08781617068323,0.107124334471147,1.22262627285714,0.119241980507161,-0.222761971948052,0.765316659022951,-0.865054198735178,0.130722503977102
"HIST1H3F",0,0.053809405485507,0.053809405485507,-0.866497869565215,0.195894606809081,-0.225469500000006,0.764435652178613,0.619039636363639,0.406972749276266,-1.48553750592885,0.0109293893203284
"HIST1H3G",0.0208333333333333,0.0423168117735959,0.0631501451069293,-0.865257942236023,0.257515046711809,-0.864514614285716,0.31639063592058,0.994364196103897,0.245503752892463,-1.85962213833992,0.00561440554846905
"HIST1H3H",0.0555555555555556,0.0494230308428262,0.104978586398382,-0.655005279503104,0.230000471033134,-0.0485691857142889,0.937510272316488,0.694954012987014,0.255152031740521,-1.34995929249012,0.00489206606499602
"HIST1H3I",0.0909090909090909,0.0638834399353123,0.154792530844403,-0.317767981366456,0.435734477160038,-0.103732814285721,0.821318619772176,0.642615987012988,0.162327689281324,-0.960383968379444,0.00739603041205802
"HIST1H3J",0.0434782608695652,0.0608625519181306,0.104340812787696,-1.15333109440994,0.154083846956637,-0.889983114285718,0.328880563998688,1.23757818701299,0.171748369085541,-2.39090928142293,0.000914566284096298
"HIST1H4A",0.0816326530612245,0.043463044295601,0.125095697356825,-0.629987080124222,0.304672908199538,-0.197102228571432,0.776205633717449,0.684347337662339,0.319330398340372,-1.31433441778656,0.0140579207444018
"HIST1H4B",0.111111111111111,0.0394650964956533,0.150576207606764,-0.199839838509317,0.619861687701789,-0.216405757142867,0.635529300872134,0.877248675324673,0.0562035763468668,-1.07708851383399,0.00266412607728199
"HIST1H4C",0.125,0.038844684973333,0.163844684973333,-0.580548739130431,0.200849641556073,-0.131424100000008,0.796284300024426,0.539014181818184,0.287713990220865,-1.11956292094862,0.00496631434915856
"HIST1H4D",0.0476190476190476,0.0518660180239904,0.0994850656430381,-1.14306423354037,0.0694201150129982,0.0646489857142782,0.926369576735321,0.436901805194807,0.529235911761177,-1.57996603873518,0.00401081564496091
"HIST1H4E",0,0.0502184506602208,0.0502184506602208,-0.294419093167701,0.290063248724738,0.422371671428564,0.180716327706038,-0.0848575714285715,0.784279657330504,-0.209561521739129,0.374391273751832
"HIST1H4F",0.230769230769231,0.0524464551447041,0.283215685913935,-1.41739927453416,0.0416508229837532,0.0228924571428548,0.976266495041102,0.368973506493507,0.628854763312123,-1.78637278102767,0.00317811129086186
"HIST1H4G",0.2,0.0576247371899885,0.257624737189989,-1.56727516149069,0.00172363719293234,0.54821265714286,0.309650523872582,-0.758761857142858,0.157733601530337,-0.808513304347829,0.0493178660418957
"HIST1H4H",0.2,0.0497397783228451,0.249739778322845,-0.745644310559005,0.054138176502289,0.111209671428566,0.796726970779031,0.37959551948052,0.374057246729687,-1.12523983003952,0.000991436841722114
"HIST1H4I",0,0.081418015595351,0.081418015595351,-0.826139403726707,0.128462022327171,0.181053742857141,0.766634200632944,0.194679311688313,0.746258094760694,-1.02081871541502,0.0290218427397551
"HIST1H4J",0,0.0576527443823257,0.0576527443823257,-0.922001991304347,0.0667187245157019,-0.0479286000000028,0.931673910513165,0.428396272727274,0.440214537623374,-1.35039826403162,0.00220037277834185
