Gene	logFC	P.Value	Promoter	Enhancer	Methylation_score	nes	pval	Eigen_centrality	Page_rank	TF	Cluster
HMGCS2	-0.448945957763977	0.63859798515021	0	0.0161493733972958	0.0161493733972958	0	1	0	0	FALSE	999
HMGN1	0.106248211180126	0.741604433584748	0.0685045177945786	0.0180825613356408	0.0865870791302195	0	1	0	0	FALSE	999
HMGN2	-0.135706279503106	0.666708931738631	0.0744949494949495	0.102283256250773	0.176778205745722	0	1	0	0	FALSE	999
HMGN3	0.45940246583851	0.212637039409426	0.0363636363636364	0.0602105727235453	0.0965742090871817	0	1	0	0	FALSE	999
HMGN4	0.0879106981366462	0.747154974054005	0.210526315789474	0.0623543933750779	0.272880709164552	0	1	0	0	FALSE	999
HMGN5	-0.454525773913043	0.484479169589491	0	0	0	0	1	0	0	FALSE	999
HMGXB3	0.11630883850932	0.603293731685931	0.0405405405405405	0.0600299652403212	0.100570505780862	0	1	0	0	FALSE	999
HMGXB4	-0.285087950310558	0.186350042719865	0.0909090909090909	0	0.0909090909090909	0	1	0	0	FALSE	999
HMHA1	0.125360919254662	0.706033306537435	0.0942682047584715	0.156110360476918	0.25037856523539	0	1	0	0	FALSE	999
HMHB1	0.107481869565212	0.859264758475474	0.3	0.00904029029029029	0.30904029029029	0	1	0	0	FALSE	999
HMMR	-0.371738162732918	0.602557546842934	0.0232558139534884	0.04289539879078	0.0661512127442683	0	1	0	0	FALSE	999
HMOX1	-1.3036041	0.110916768126434	0.179487179487179	0.0282186948853616	0.207705874372541	0	1	0	0	FALSE	999
HMOX2	0.493003602484474	0.0309665036231414	0.0122699386503067	0.166666666666667	0.178936605316973	0	1	0	0	FALSE	999
HMP19	-0.137315677018638	0.838812335836989	0	0	0	0	1	0	0	FALSE	999
HMSD	0.0560046521739093	0.891776985897776	0.272727272727273	0.00694444444444444	0.279671717171717	0	1	0	0	FALSE	999
HMX1	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
HMX2	0.151779913043472	0.443854703597769	0.1	0.101378397769114	0.201378397769114	0	1	0	0	FALSE	999
HMX3	0.382695608695645	0.393458012942795	0.166666666666667	0.0526867030965392	0.219353369763206	0	1	0	0	FALSE	999
HN1	0.447804546583852	0.0885796432681426	0.0985062136666454	0.0946596570271951	0.193165870693841	0	1	0	0	FALSE	999
HN1L	-0.346863850931675	0.0968705032991393	0.368421052631579	0.106461298354573	0.474882350986152	0	1	0	0	FALSE	999
HNF1A	-0.420066970496895	0.401701018799184	0.0170132325141777	0.087887460274554	0.104900692788732	-0.17055610569928	0.864572814674353	0	0	TRUE	999
HNF1B	0.332548683229809	0.56849801565485	0	0	0	0	1	0	0	FALSE	999
HNF4A	0.206982956521736	0.809150247274311	0.0123456790123457	0	0.0123456790123457	-0.441612238050137	0.658769826628055	0	0	TRUE	999
HNF4G	-0.234287559006214	0.71061877677761	0	0	0	0	1	0	0	FALSE	999
HNMT	-0.6244771610559	0.610674727466296	0	0.040888258587872	0.040888258587872	0	1	0	0	FALSE	999
HNRNPA0	-0.0101122111801226	0.976462074559276	0.125	0.0957647926541277	0.220764792654128	0	1	0	0	FALSE	999
HNRNPA1	0.220285869565218	0.489779707084976	0	0.0917585560081903	0.0917585560081903	0	1	0	0	FALSE	999
HNRNPA1L2	0.0752266894409939	0.756462618984781	0	0	0	0	1	0	0	FALSE	999
HNRNPA2B1	0.156446652173916	0.52237280267788	0.0576923076923077	0.100482519132805	0.158174826825113	0	1	0	0	FALSE	999
HNRNPA3	-1.47411974534162	0.127832308171667	0.0398830409356725	0.0526128527514507	0.0924958936871232	0	1	0	0	FALSE	999
HNRNPA3P1	0.151376546583851	0.531885408434349	0.0350877192982456	0.0344721727074668	0.0695598920057124	0	1	0	0	FALSE	999
HNRNPAB	0.206591068322982	0.392472963554073	0.06	0.0333333333333333	0.0933333333333333	0	1	0	0	FALSE	999
HNRNPC	0.0560046521739102	0.631355419450001	0.06225	0.0406146381389728	0.102864638138973	0	1	0	0	FALSE	999
HNRNPCL1	-0.0482525093167681	0.832604473907986	0	0	0	0	1	0	0	FALSE	999
HNRNPD	0.178582788819879	0.321501621086161	0.0596453587429797	0.0282552957987058	0.0879006545416856	0	1	0	0	FALSE	999
HNRNPF	-0.0612113850931646	0.706455279952837	0.0789473684210526	0.0767096357091664	0.155657004130219	0	1	0	0	FALSE	999
HNRNPH1	0.322953105590067	0.0949678924063175	0.846153846153846	0.0746442673983288	0.920798113552175	0	1	0	0	FALSE	999
HNRNPH2	0.0444058260869573	0.81779298117212	0	0	0	0	1	0	0	FALSE	999
HNRNPH3	0.212210857142858	0.453935566710686	0.0526315789473684	0.033812672355764	0.0864442513031324	0	1	0	0	FALSE	999
HNRNPK	-0.0488735652173897	0.595371741065422	0.0549305766697071	0.0339987743521394	0.0889293510218465	0	1	0	0	FALSE	999
HNRNPL	-0.170021956521738	0.388679521755217	0.146503496503497	0.0527716490283335	0.19927514553183	0	1	0	0	FALSE	999
HNRNPM	0.213667273291926	0.176409429868013	0.216875	0.0565303944158308	0.273405394415831	0	1	0	0	FALSE	999
HNRNPR	0.161077819875782	0.475525514803909	0.0476190476190476	0.25	0.297619047619048	0	1	0	0	FALSE	999
HNRNPU	0.115494310559008	0.471321205563498	0.147492672358863	0.0497076023391813	0.197200274698045	0	1	0	0	FALSE	999
HNRNPUL1	0.207712161490685	0.262754908634238	0.135593220338983	0.0416666666666667	0.17725988700565	0	1	0	0	FALSE	999
HNRNPUL2	-0.0206702981366433	0.877139565114255	0.160714285714286	0.058641975308642	0.219356261022928	0	1	0	0	FALSE	999
HNRPDL	0.314826260869569	0.169892168702421	0	0	0	0	1	0	0	FALSE	999
HNRPLL	-1.46763611863354	0.0458614925477399	0	0	0	0	1	0	0	FALSE	999
HOMER1	-0.181782185714286	0.764740742718575	0.104166666666667	0.0256410256410256	0.129807692307692	0	1	0	0	FALSE	999
HOMER2	0.916233692111802	0.0827443820179716	0.170852187028658	0.0521790260873173	0.223031213115975	0	1	3.37213400547591e-16	0.00235557762583146	FALSE	72
HOMER3	-0.87359258757764	0.261937659509787	0	0.148384353741497	0.148384353741497	0	1	0	0	FALSE	999
HOMEZ	0.248676366459628	0.324845169554458	0.0512820512820513	0	0.0512820512820513	0	1	0	0	FALSE	999
HOOK1	-0.513267051242236	0.63794628293076	0.222222222222222	0.0238095238095238	0.246031746031746	0	1	0	0	FALSE	999
HOOK2	-0.0124868944099381	0.963431853421686	0.118421052631579	0.0206447963800905	0.139065849011669	0	1	0	0	FALSE	999
HOOK3	0.0855906770186365	0.726851020923631	0.0112359550561798	0.0382271468144044	0.0494631018705842	0	1	0	0	FALSE	999
HOPX	-0.579706214906832	0.365405450176998	0	0.0285714285714286	0.0285714285714286	0	1	0	0	FALSE	999
HORMAD1	0.858011273291925	0.330734944576035	0	0.0299881936245573	0.0299881936245573	0	1	0	0	FALSE	999
HORMAD2	0.588730913043476	0.378400023574556	0.5	0.0359797788536979	0.535979778853698	0	1	0	0	FALSE	999
HOTAIR	0.0560046521739102	0.631355419450001	0.0736896730669434	0.094457254446494	0.168146927513437	0	1	0	0	FALSE	999
HOXA1	3.35867142298136	0.0487629340258571	0.145670905966101	0.0858304151079517	0.231501321074053	0	1	0.022758427036118	0.00158217798690105	FALSE	353
HOXA10	-0.0936461229813661	0.860741823454992	0.0671892497200448	0.124436665296951	0.191625915016996	0	1	0	0	FALSE	999
HOXA11	1.9619888110559	0.214925875763416	0.032967032967033	0.0604700854700855	0.0934371184371184	0	1	0	0	FALSE	999
HOXA11AS	0.0870268229813691	0.883849716751044	0	0	0	0	1	0	0	FALSE	999
HOXA13	0.871693478260866	0.05848989372252	0.227513227513228	0.0801932367149758	0.307706464228203	0	1	0.0381738288365109	0.000627256772922168	FALSE	1
HOXA2	0.374944817391304	0.477189565177495	0	0.0964921600824238	0.0964921600824238	0	1	0	0	FALSE	999
HOXA3	-0.669188177826087	0.516697440169782	0.168436114752294	0.0821732263682728	0.250609341120567	0	1	0	0	FALSE	999
HOXA4	-0.371576599192546	0.727710505073407	0.142857142857143	0.0930864930864931	0.235943635943636	0	1	0	0	FALSE	999
HOXA5	-0.749804583229813	0.514367293046161	0.252252252252252	0.0918457610214576	0.34409801327371	0	1	0	0	FALSE	999
HOXA6	-0.950866196397515	0.429542940546606	0.252252252252252	0.0918457610214576	0.34409801327371	0	1	0	0	FALSE	999
HOXA7	-0.847025174037267	0.402472179785683	0.714285714285714	0.137071011940539	0.851356726226253	0	1	0	0	FALSE	999
HOXA9	-0.491070574099379	0.55038664624292	0	0.138510855934317	0.138510855934317	0	1	0	0	FALSE	999
HOXB1	0.0994366521739103	0.76913351629362	0.105372405372405	0.0181929181929182	0.123565323565324	0	1	0	0	FALSE	999
HOXB13	0.225314999999997	0.260626968481279	0.15	0.0322510822510823	0.182251082251082	0	1	0	0	FALSE	999
HOXB2	-1.20404609111801	0.25434991951032	0.188208616780045	0.00928571428571429	0.19749433106576	0	1	0	0	FALSE	999
HOXB3	-0.132291521739129	0.914426471454981	0.0251969066598914	0.0553344116217251	0.0805313182816164	0	1	0	0	FALSE	999
HOXB4	-0.652718639751552	0.56793034111939	0.0217391304347826	0.0609412132582864	0.082680343693069	0	1	0	0	FALSE	999
HOXB5	-0.90323928136646	0.531039181220545	0.0194174757281553	0.05177800401681	0.0711954797449653	0	1	0	0	FALSE	999
HOXB6	-0.0979879074534167	0.950008539569398	0.00826554710049856	0.0505854129643964	0.058850960064895	0	1	0	0	FALSE	999
HOXB7	0.497706599316771	0.676210603985605	0.185185185185185	0.0511111111111111	0.236296296296296	0	1	0	0	FALSE	999
HOXB8	2.00557713043478	0.16885278399295	0.5	0.043454769164928	0.543454769164928	0	1	0	0	FALSE	999
HOXB9	1.6426420726708	0.205745466001335	0.2	0.0446022727272727	0.244602272727273	0	1	0	0	FALSE	999
HOXC10	0.935500322360245	0.313509360502986	0.0789473684210526	0.0808956916099773	0.15984306003103	0	1	0	0	FALSE	999
HOXC11	0.221922260869563	0.586214427833754	0.127659574468085	0.0934210526315789	0.221080627099664	0	1	0	0	FALSE	999
HOXC12	0.0560046521739102	0.631355419450001	0.2	0	0.2	0	1	0	0	FALSE	999
HOXC13	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
HOXC4	-0.0819619196521737	0.943053975772049	0.092055121323414	0.051244400199104	0.143299521522518	0	1	0	0	FALSE	999
HOXC5	0.271281018633539	0.745304879101595	0.0810810810810811	0.0401747062461348	0.121255787327216	0	1	0	0	FALSE	999
HOXC6	-0.160515179503109	0.855475770190268	0.0773114819899269	0.0649047381190238	0.142216220108951	0	1	0	0	FALSE	999
HOXC8	0.823635173913042	0.312270859680022	0	0.0756834552002619	0.0756834552002619	0	1	0	0	FALSE	999
HOXC9	1.15826569869565	0.213646400418287	0.0746268656716418	0.0652255074523982	0.13985237312404	0	1	0	0	FALSE	999
HOXD1	0.056004652173911	0.895892138861707	0.27663249756273	0.0562476456710085	0.332880143233739	0	1	0	0	FALSE	999
HOXD10	0.0560046521739102	0.85916442728734	0.555555555555556	0.0400653594771242	0.59562091503268	0	1	0	0	FALSE	999
HOXD11	0.0560046521739102	0.631355419450001	0.263157894736842	0.0581217750257998	0.321279669762642	0	1	0	0	FALSE	999
HOXD12	0.0560046521739102	0.680928200213816	0.269230769230769	0.0559182803556205	0.32514904958639	0	1	0	0	FALSE	999
HOXD13	0.0560046521739102	0.631355419450001	0.384615384615385	0.0383729543135857	0.42298833892897	0	1	0	0	FALSE	999
HOXD3	0.21527967701863	0.629468967994355	0.0669726247987118	0.0671895424836601	0.134162167282372	0	1	0	0	FALSE	999
HOXD4	-0.254794490683232	0.464485295708551	0.157894736842105	0.082620320855615	0.24051505769772	0	1	0	0	FALSE	999
HOXD8	-0.0545159254658412	0.884212786627408	0.134615384615385	0.061421568627451	0.196036953242836	0	1	0	0	FALSE	999
HOXD9	0.0560046521739102	0.702963176003183	0.21875	0.0669878296146045	0.285737829614604	0	1	0	0	FALSE	999
HP	0.131384347826081	0.412448821213205	0.0987006100523443	0.0523852162180201	0.151085826270364	0	1	0	0	FALSE	999
HP1BP3	-1.42372942732919	0.207600027112264	0.0769230769230769	0.0729166666666667	0.149839743589744	0	1	0	0	FALSE	999
HPCA	-0.311643124223602	0.201911310633123	0.119313708951867	0.0390495696789143	0.158363278630781	0	1	0	0	FALSE	999
HPCAL1	0.0385277391304353	0.733291998201931	0.111111111111111	0.0189608636977058	0.130071974808817	0	1	0	0	FALSE	999
HPCAL4	0.13635310559006	0.856023652536852	0.0961538461538462	0	0.0961538461538462	0	1	0	0	FALSE	999
HPD	-0.0263076354037263	0.963222588636072	0.0855042016806723	0.0986284059078177	0.18413260758849	0	1	0	0	FALSE	999
HPDL	1.8992001031677	0.122597868963003	0.0672268907563025	0.0927521008403361	0.159978991596639	0	1	0	0	FALSE	999
HPGD	0.263764732919257	0.707642236767427	0.0976933514246947	0.0286069651741294	0.126300316598824	0	1	0	0	FALSE	999
HPGDS	-0.00450318198757771	0.993762179144333	0.545454545454545	0	0.545454545454545	0	1	0	0	FALSE	999
HPN	1.26616139751553	0.195183448426109	0.0333797690199074	0.0718954248366013	0.105275193856509	0	1	0	0	FALSE	999
HPR	0.766476118074534	0.331700321683359	0.0555375996552467	0.0150285114045618	0.0705661110598085	0	1	0	0	FALSE	999
HPRT1	0.721625217391304	0.319262175128471	0	0	0	0	1	0	0	FALSE	999
HPS1	-0.0524971366459628	0.823038275664754	0.0833333333333333	0.08229078613694	0.165624119470273	0	1	0	0	FALSE	999
HPS3	-0.151080304347825	0.608422138754788	0.105263157894737	0.0420055554201896	0.147268713314926	0	1	0	0	FALSE	999
HPS4	0.298405285714288	0.108914927786934	0.027027027027027	0.0712905452035887	0.0983175722306157	0	1	0	0	FALSE	999
HPS5	-0.128558254658386	0.64402089619193	0.0384615384615385	0.0744239631336406	0.112885501595179	0	1	0	0	FALSE	999
HPS6	0.129132596273293	0.53687646998546	0.25	0.0309674840085288	0.280967484008529	0	1	0	0	FALSE	999
HPSE	-0.845156350931678	0.315652723286214	0.0514436543848309	0.0507969818144134	0.102240636199244	0	1	0	0	FALSE	999
HPSE2	-0.0137256708074522	0.952203583484701	0.0769230769230769	0.0244252873563218	0.101348364279399	0	1	0	0	FALSE	999
HPVC1	0.142935142857141	0.907205236559701	0	0	0	0	1	0	0	FALSE	999
HPX	0.0560046521739102	0.631355419450001	0	0.071301247771836	0.071301247771836	0	1	0	0	FALSE	999
HPYR1	1.24220069937888	0.17421152574228	0	0	0	0	1	0	0	FALSE	999
HR	0.134993641614907	0.596042077142444	0	0.0464859992471315	0.0464859992471315	0	1	0	0	FALSE	999
HRAS	0.129347192546583	0.892332076312585	0.0277777777777778	0.11038961038961	0.138167388167388	0	1	0	0	FALSE	999
HRASLS	-0.585717527950314	0.604949530808791	0.0277777777777778	0.11038961038961	0.138167388167388	0	1	0	0	FALSE	999
HRASLS2	-0.60021037826087	0.410882979971664	0	0.0757575757575758	0.0757575757575758	0	1	0	0	FALSE	999
HRASLS5	0.248693857763976	0.405701579920321	0.0833333333333333	0.214285714285714	0.297619047619048	0	1	0	0	FALSE	999
HRC	-0.325430447204972	0.68362574419476	0.0969089390142022	0.0235129193748041	0.120421858389006	0	1	0	0	FALSE	999
HRCT1	-0.893423151552797	0.367834200860357	0	0	0	0	1	0	0	FALSE	999
HRG	0.130842304347824	0.403188297321226	0	0	0	0	1	0	0	FALSE	999
HRH1	0.263450608695647	0.42793843633694	0	0.0454545454545455	0.0454545454545455	0	1	0	0	FALSE	999
HRH2	1.4651371621118	0.119758591060817	0.285714285714286	0.0285714285714286	0.314285714285714	0	1	0	0	FALSE	999
HRH3	-0.881151875155278	0.150124284846198	0.230769230769231	0.165079365079365	0.395848595848596	0	1	0	0	FALSE	999
HRH4	1.42725350931677	0.0621225960005372	0	0	0	0	1	0.00465517340888324	0.000766565877140139	FALSE	351
HRK	0.230200818546584	0.784900626319107	0	0	0	0	1	0	0	FALSE	999
HRNBP3	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
HRNR	-0.596159869565216	0.453822751603339	0	0	0	0	1	0	0	FALSE	999
HRSP12	0.262767003229814	0.814963586568731	0.0120481927710843	0.0770520858240157	0.0891002785951	0	1	0	0	FALSE	999
HS1BP3	-0.579987018012423	0.0752017837760884	0.315789473684211	0.0789410208527856	0.394730494536996	0	1	0	0	FALSE	999
HS2ST1	-0.0649211894409938	0.769078159023082	0.0238095238095238	0.0402418383621391	0.0640513621716629	0	1	0	0	FALSE	999
HS3ST1	-0.00796156795031155	0.994247222101246	0.380952380952381	0.045045045045045	0.425997425997426	0	1	0	0	FALSE	999
HS3ST2	-0.850028699378883	0.518163686446681	0.222222222222222	0.0277777777777778	0.25	0	1	0	0	FALSE	999
HS3ST3A1	1.48979105602484	0.241743683691553	0.0909090909090909	0.0327631578947368	0.123672248803828	0	1	0	0	FALSE	999
HS3ST3B1	-0.410281585714285	0.566760892664652	0.1	0.10265375649991	0.20265375649991	0	1	0	0	FALSE	999
HS3ST4	-0.9627521826087	0.247358534162797	0	0	0	0	1	0	0	FALSE	999
HS3ST5	0.836419099378881	0.368844444640079	0.166666666666667	0	0.166666666666667	0	1	0	0	FALSE	999
HS3ST6	0.0560046521739102	0.631355419450001	0.176470588235294	0.0833333333333333	0.259803921568627	0	1	0	0	FALSE	999
HS6ST1	-0.33877951552795	0.329465187651081	0.0588235294117647	0.0726495726495727	0.131473102061337	0	1	0	0	FALSE	999
HS6ST2	1.06900416149068	0.159394543953287	0	0	0	0	1	0	0	FALSE	999
HS6ST3	0.410175043478257	0.231811249383259	0.117647058823529	0	0.117647058823529	0	1	0	0	FALSE	999
HSBP1	-0.279689442857143	0.548830137445857	0.084375	0.0584432427003338	0.142818242700334	0	1	0	0	FALSE	999
HSBP1L1	0.03373591304348	0.894989999239191	0	0.0619666048237477	0.0619666048237477	0	1	0	0	FALSE	999
HSCB	0.103130372670808	0.655159375026764	0.0142857142857143	0	0.0142857142857143	0	1	0	0	FALSE	999
HSD11B1	-0.559850464308696	0.334936618797166	0	0.0437467559431122	0.0437467559431122	0	1	0	0	FALSE	999
HSD11B1L	0.458799758571428	0.655475943120502	0	0	0	0	1	0	0	FALSE	999
HSD11B2	0.411226423602484	0.380576675234105	0.354838709677419	0.0166666666666667	0.371505376344086	0	1	0	0	FALSE	999
HSD17B1	-1.15209468819876	0.225637367879207	0.0691237005259388	0.0164111872559675	0.0855348877819063	0	1	0	0	FALSE	999
HSD17B10	-0.0687455503105583	0.809634368969491	0	0	0	0	1	0	0	FALSE	999
HSD17B11	0.0899132608695687	0.767679101348236	0	0	0	0	1	0	0	FALSE	999
HSD17B12	-0.175125322981367	0.473703359706293	0.146695821185617	0.0238095238095238	0.170505344995141	0	1	0	0	FALSE	999
HSD17B13	-0.0447109565217385	0.864422261608566	0	0	0	0	1	0	0	FALSE	999
HSD17B14	-0.22597508552795	0.688875945334529	0.032258064516129	0.12335451007326	0.155612574589389	0	1	0	0	FALSE	999
HSD17B2	-0.304838453416155	0.697022587996176	0.0833333333333333	0	0.0833333333333333	0	1	0	0	FALSE	999
HSD17B3	0.0772238520496891	0.938386911509543	0.142857142857143	0	0.142857142857143	0	1	0	0	FALSE	999
HSD17B4	-0.237193118012424	0.303281913233354	0.125	0.0184782608695652	0.143478260869565	0	1	0	0	FALSE	999
HSD17B6	0.240366260869564	0.704223982635678	0	0	0	0	1	0	0	FALSE	999
HSD17B7	0.728780844720498	0.105128510379833	0	0	0	0	1	0	0	FALSE	999
HSD17B7P2	0.619547037267082	0.0391846348322474	0	0	0	0	1	0	0	FALSE	999
HSD17B8	0.931408905590063	0.00438616779491854	0.0559701492537313	0.100641025641026	0.156611174894757	0	1	1.04110441000262e-16	0.000299222022742429	FALSE	257
HSD3B1	0.0560046521739102	0.709466823829113	0	0	0	0	1	0	0	FALSE	999
HSD3B2	0.192619999999994	0.456220683397393	0.0588235294117647	0	0.0588235294117647	0	1	0	0	FALSE	999
HSD3B7	-1.39203460850932	0.00625469398504564	0.191919191919192	0.0699709831148562	0.261890175034048	0	1	0	0	FALSE	999
HSDL1	-0.124131099378882	0.558132402143447	0.0517241379310345	0.0860082304526749	0.137732368383709	0	1	0	0	FALSE	999
HSDL2	-0.328183409937887	0.129474407026843	0.105263157894737	0.0159214092140921	0.121184567108829	0	1	0	0	FALSE	999
HSF1	0.0261563664596309	0.894037335259103	0.129340989882417	0.0357142857142857	0.165055275596703	-1.21650066015906	0.223794259716941	0	0	TRUE	999
HSF2	0.379598802608694	0.525001456043603	0.0312838569880823	0.0869473321531438	0.118231189141226	0	1	0	0	FALSE	999
HSF2BP	0.129609776397517	0.562235511688244	0.0416666666666667	0.119728997289973	0.16139566395664	0	1	0	0	FALSE	999
HSF4	0.498804981304348	0.193174991768321	0.100543172351683	0.0651591508024148	0.165702323154098	0	1	0	0	FALSE	999
HSF5	-0.863560610559006	0.318505811355271	0.166666666666667	0.0238095238095238	0.19047619047619	0	1	0	0	FALSE	999
HSFX1	-0.493752763975159	0.305515622363258	0	0	0	0	1	0	0	FALSE	999
HSFX2	-0.50581272670808	0.389925685206821	0	0	0	0	1	0	0	FALSE	999
HSFY2	0.112011304347819	0.559096442500157	0	0	0	0	1	0	0	FALSE	999
HSFYL1	0.0560046521739084	0.662672659321738	0	0	0	0	1	0	0	FALSE	999
HSH2D	0.814305316770187	0.129910708535004	0	0	0	0	1	0	0	FALSE	999
HSN2	0.00475169689441035	0.989971305814058	0	0	0	0	1	0	0	FALSE	999
HSP90AA1	0.128543037267081	0.565783573111035	0.0225563909774436	0.0791505791505791	0.101706970128023	0	1	0	0	FALSE	999
HSP90AB1	0.157459273291927	0.524235688528548	0.116666666666667	0.0990936420334724	0.215760308700139	0	1	0	0	FALSE	999
HSP90AB2P	0.512326641428571	0.310396347267311	0	0	0	0	1	0	0	FALSE	999
HSP90AB4P	-0.0183802355279502	0.963749162640259	0	0	0	0	1	0	0	FALSE	999
HSP90B1	0.0473807888198774	0.812079888605869	0.128205128205128	0.0393583628877747	0.167563491092903	0	1	0	0	FALSE	999
HSP90B3P	-1.63289061552795	0.184313783413555	0	0	0	0	1	0	0	FALSE	999
HSPA12A	0.353887509316768	0.518779844855636	0.25	0.0603896103896104	0.31038961038961	0	1	0	0	FALSE	999
HSPA12B	-0.00849082670807499	0.989063703612447	0	0	0	0	1	0	0	FALSE	999
HSPA13	-0.0767054347826095	0.695720864894321	0.294117647058824	0.0225988700564972	0.316716517115321	0	1	0	0	FALSE	999
HSPA14	0.184686105590062	0.308110109512839	0.0303030303030303	0.0449049578679208	0.0752079881709511	0	1	0	0	FALSE	999
HSPA1A	-0.605972385093165	0.0744010474526964	0.0103092783505155	0.0875370686464116	0.097846346996927	0	1	0	0	FALSE	999
HSPA1B	0.0312573167701871	0.939653972369866	0.0707070707070707	0.0946003792219151	0.165307449928986	0	1	0	0	FALSE	999
HSPA1L	-0.0639133732919253	0.778515052896478	0.0103092783505155	0.0875370686464116	0.097846346996927	0	1	0	0	FALSE	999
HSPA2	0.0366799285714285	0.939613759332234	0.188034188034188	0.0555555555555556	0.243589743589744	0	1	0	0	FALSE	999
HSPA4	-3.66994016942236	0.00162058411848575	0.307692307692308	0.0671957671957672	0.374888074888075	0	1	0.118009899711866	0.000954291477582752	FALSE	1
HSPA4L	0.283842745341616	0.129414313867726	0.307692307692308	0.0721500721500721	0.37984237984238	0	1	0	0	FALSE	999
HSPA5	-0.195188310559006	0.389358577477094	0	0	0	0	1	0	0	FALSE	999
HSPA6	-1.21378583664596	0.21856650717944	0	0	0	0	1	0	0	FALSE	999
HSPA7	-0.0719567283850928	0.944322402716055	0	0	0	0	1	0	0	FALSE	999
HSPA8	0.0830718633540375	0.623606366012958	0.0332512315270936	0.0616010266872336	0.0948522582143272	0	1	0	0	FALSE	999
HSPA9	-0.0542205652173902	0.761988139477249	0.101674641148325	0.029392250658698	0.131066891807023	0	1	0	0	FALSE	999
HSPB1	0.38970498136646	0.136420520546213	0.0641025641025641	0.009375	0.0734775641025641	0	1	0	0	FALSE	999
HSPB11	-0.245425937888198	0.47948936033805	0.0576923076923077	0	0.0576923076923077	0	1	0	0	FALSE	999
HSPB2	-1.32602105590062	0.0666665200016588	0.101694915254237	0.0823529411764706	0.184047856430708	0	1	0.0258816615003406	0.00062102997893727	FALSE	1
HSPB3	-0.0468956956521751	0.940172744517396	0.142857142857143	0.125	0.267857142857143	0	1	0	0	FALSE	999
HSPB6	-2.22763495465839	0.0182957180914993	0.34	0.166044776119403	0.506044776119403	0	1	1.04110441000262e-16	0.000299222022742429	FALSE	311
HSPB7	0.417682999999997	0.57699685576373	0.142857142857143	0.0559253246753247	0.198782467532468	0	1	0	0	FALSE	999
HSPB8	0.0287282484472025	0.9673989620154	0.0909090909090909	0	0.0909090909090909	0	1	0	0	FALSE	999
HSPB9	-0.137744617826086	0.867037509596838	0.111111111111111	0.145974352757004	0.257085463868115	0	1	0	0	FALSE	999
HSPBAP1	0.135916043478262	0.532064785642933	0.127659574468085	0.165555555555556	0.293215130023641	0	1	0	0	FALSE	999
HSPBP1	0.0602561987577652	0.833669908217366	0.0714285714285714	0.0924084776243493	0.163837049052921	0	1	0	0	FALSE	999
HSPC072	0.0560046521739102	0.678407474833484	0	0	0	0	1	0	0	FALSE	999
HSPC157	0.378130863354033	0.506163991300254	0	0	0	0	1	0	0	FALSE	999
HSPC159	-1.44707637018634	0.172070894825801	0	0	0	0	1	0	0	FALSE	999
HSPD1	0.0355508509316813	0.900099133072325	0.0595962139088824	0.0590613197503698	0.118657533659252	0	1	0	0	FALSE	999
HSPE1	0.0987999316770223	0.688477557850509	0.0514008177049243	0.0350018237760291	0.0864026414809534	0	1	0	0	FALSE	999
HSPG2	0.244222173913046	0.711757088645558	0.13187267465895	0.107881955442931	0.239754630101881	0	1	0	0	FALSE	999
HSPH1	0.0543099751552818	0.815753182038101	0.0980392156862745	0	0.0980392156862745	0	1	0	0	FALSE	999
HTA	0.267345354037269	0.363395087355615	0.0330275229357798	0.063197035791736	0.0962245587275158	0	1	0	0	FALSE	999
HTATIP2	-0.683567919254662	0.0416080227558083	0.036697247706422	0.0702189286574844	0.106916176363906	0	1	0	0	FALSE	999
HTATSF1	-0.00878576397515474	0.975681923255114	0	0	0	0	1	0	0	FALSE	999
HTN1	0.0560046521739102	0.631355419450001	0.2	0	0.2	0	1	0	0	FALSE	999
HTN3	0.0560046521739102	0.631355419450001	0	0	0	0	1	0	0	FALSE	999
HTR1A	-0.41207979503106	0.357123434044148	0.259259259259259	0.0111111111111111	0.27037037037037	0	1	0	0	FALSE	999
HTR1B	-1.29514438944099	0.37071997962745	0.363636363636364	0.0208333333333333	0.384469696969697	0	1	0	0	FALSE	999
HTR1D	0.0355613478260821	0.929477447534471	0.5	0.145970394736842	0.645970394736842	0	1	0	0	FALSE	999
HTR1E	0.277675999999995	0.372708249286333	0.115384615384615	0	0.115384615384615	0	1	0	0	FALSE	999
HTR1F	0.20246357204969	0.869822908392213	0	0.00937950937950938	0.00937950937950938	0	1	0	0	FALSE	999
HTR2A	-1.17267411614907	0.300640975831207	0.08859375	0.02	0.10859375	0	1	0	0	FALSE	999
HTR2B	0.601989216149069	0.113536837450246	0.0571428571428571	0.0450006089392279	0.102143466082085	0	1	0	0	FALSE	999
HTR2C	0.290499391304341	0.321182486989042	0	0	0	0	1	0	0	FALSE	999
HTR3A	-0.285455827329193	0.797740408169481	0.0576923076923077	0.0695701357466063	0.127262443438914	0	1	0	0	FALSE	999
HTR3B	0.570935391304344	0.38481164030613	0	0.150735294117647	0.150735294117647	0	1	0	0	FALSE	999
