Gene	logFC	P.Value	nes	pval	Eigen_centrality	Eigen_directed_centrality	Eigen_reverse_centrality	Page_rank	page_rank_directed	Page_rank_reverse	TF
MTHFD2	0.0457491652541364	0.578835265997717	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.0109019789915985	0.828590067336171	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	0.0288272388238893	0.214758186655775	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.0159865546218567	0.406142431511307	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	0.0240592983712267	0.455443521637258	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.0299974789916044	0.57459887289821	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.03566470588237	0.705020935142481	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.00695630252101864	0.792594609909159	0	1	0	0	0	0	0	0	FALSE
MTHFD2L	-0.0194755175630368	0.839935880246928	0	1	0	0	0	0	0	0	FALSE
MTHFR	-0.0197806869414068	0.518314020669101	0	1	0	0	0	0	0	0	FALSE
MTHFR	-0.0722436974790011	0.0837396165470443	0	1	0	0	0	0	0	0	FALSE
MTHFR	0.086895168487386	0.190693037874477	0	1	0	0	0	0	0	0	FALSE
MTHFR	0.0186106111764532	0.443032052086688	0	1	0	0	0	0	0	0	FALSE
MTHFR	-0.046044537815142	0.457222901343206	0	1	0	0	0	0	0	0	FALSE
MTHFSD	-0.0647605042016908	0.0644516523136227	0	1	0	0	0	0	0	0	FALSE
MTHFSD	0.102719673437204	0.142644787669404	0	1	0	0	0	0	0	0	FALSE
MTHFSD	0.0250706926050324	0.199555183239366	0	1	0	0	0	0	0	0	FALSE
MTHFSD	0.0401865546218296	0.20447083572264	0	1	0	0	0	0	0	0	FALSE
MTHFSD	0.0177235294117493	0.709634817870365	0	1	0	0	0	0	0	0	FALSE
MTHFSD	0.00982130698078976	0.710334356502261	0	1	0	0	0	0	0	0	FALSE
MTIF2	-0.0194477261515562	0.70984890973032	0	1	0	0	0	0	0	0	FALSE
MTIF3	0.00403277310923933	0.789177321283508	0	1	0	0	0	0	0	0	FALSE
MTIF3	-0.00669495798320874	0.913784299918595	0	1	0	0	0	0	0	0	FALSE
MTLN	0.0407428571428481	0.522263727977029	0	1	0	0	0	0	0	0	FALSE
MTM1	-0.155551966346184	0.0217926840893799	0	1	0.0238969365421525	0	0.0230026447288843	0.00207957838410206	0.00120886421350136	0.00223558165161816	FALSE
MTM1	-0.143603547815143	0.0974279492305622	0	1	0.0238969365421525	0	0.0230026447288843	0.00207957838410206	0.00120886421350136	0.00223558165161816	FALSE
MTMR1	-0.0538989032126338	0.433573811429998	0	1	0	0	0	0	0	0	FALSE
MTMR1	-0.0324448120168128	0.598771988318904	0	1	0	0	0	0	0	0	FALSE
MTMR1	-0.124972593781525	0.132890195210248	0	1	0	0	0	0	0	0	FALSE
MTMR1	0.0327177054621801	0.284438520473406	0	1	0	0	0	0	0	0	FALSE
MTMR10	0.0400268907562946	0.366017855243425	0	1	0	0	0	0	0	0	FALSE
MTMR10	0.0114436974789749	0.689311238939983	0	1	0	0	0	0	0	0	FALSE
MTMR11	-0.448557913957687	0.00854855308704763	0	1	0	0	0	0	0	0	FALSE
MTMR11	-0.171435336437279	0.0392971161602457	0	1	0	0	0	0	0	0	FALSE
MTMR12	-0.133089915966394	0.090053467114368	0	1	0.00202908900466882	1.20517167503053e-18	6.74891648573487e-18	0.000937686404245128	0.00136209305459868	0.00116000117164628	FALSE
MTMR12	-0.0523722689075692	0.248479101084683	0	1	0.00202908900466882	1.20517167503053e-18	6.74891648573487e-18	0.000937686404245128	0.00136209305459868	0.00116000117164628	FALSE
MTMR14	-0.0684705882353125	0.184133400205301	0	1	0	0	0	0	0	0	FALSE
MTMR14	0.0204411764705732	0.595291411337443	0	1	0	0	0	0	0	0	FALSE
MTMR2	0.0356798319327574	0.513015207676936	0	1	0	0	0	0	0	0	FALSE
MTMR2	-0.0396895231196179	0.526853214026601	0	1	0	0	0	0	0	0	FALSE
MTMR2	-0.0149395624338773	0.869988277936992	0	1	0	0	0	0	0	0	FALSE
MTMR3	-0.0482073380422925	0.330595288998955	0	1	0	0	0	0	0	0	FALSE
MTMR3	0.0185663865546193	0.607046878621336	0	1	0	0	0	0	0	0	FALSE
MTMR3	0.0247354521314946	0.642917734786367	0	1	0	0	0	0	0	0	FALSE
MTMR3	0.0108607031238428	0.820019973982915	0	1	0	0	0	0	0	0	FALSE
MTMR4	0.0129438801680557	0.786884171013641	0	1	0	0	0	0	0	0	FALSE
MTMR4	0.00687502234381654	0.888265875941952	0	1	0	0	0	0	0	0	FALSE
MTMR6	0.0195640730252009	0.776849380415312	0	1	0	0	0	0	0	0	FALSE
MTMR6	0.00285966386553316	0.966160290645917	0	1	0	0	0	0	0	0	FALSE
MTMR7	-0.0373649981512667	0.0291816239695554	0	1	0	0	0	0	0	0	FALSE
MTMR7	0.0179346079831841	0.398617875725207	0	1	0	0	0	0	0	0	FALSE
MTMR7	-0.011347235546225	0.660662980848048	0	1	0	0	0	0	0	0	FALSE
MTMR9	0.040784873949562	0.272350765642881	0	1	0	0	0	0	0	0	FALSE
MTMR9	-0.0276080341768949	0.622080331104354	0	1	0	0	0	0	0	0	FALSE
MTMR9	-0.00196475476716618	0.96591446376496	0	1	0	0	0	0	0	0	FALSE
MTMR9LP	0.0432208853781431	0.10896976234667	0	1	0	0	0	0	0	0	FALSE
MTMR9LP	0.0208831932772959	0.440230316638069	0	1	0	0	0	0	0	0	FALSE
MTNR1A	0.0108352941176388	0.540972382868916	0	1	0	0	0	0	0	0	FALSE
MTNR1B	0.0175177704114278	0.437697125620643	0	1	0	0	0	0	0	0	FALSE
MTO1	-0.0498873949579863	0.562559720431538	0	1	0	0	0	0	0	0	FALSE
MTO1	-0.03301008403362	0.661527982591347	0	1	0	0	0	0	0	0	FALSE
MTO1	-0.0154159663865645	0.743792699360518	0	1	0	0	0	0	0	0	FALSE
MTO1	-0.020531092436979	0.791123407698602	0	1	0	0	0	0	0	0	FALSE
MTO1	-0.00543865546219813	0.936339421954489	0	1	0	0	0	0	0	0	FALSE
MTOR	-0.0308558588235384	0.295006621647565	0	1	0	0	0	0	0	0	FALSE
MTOR	-0.0065650018509622	0.823827862433068	0	1	0	0	0	0	0	0	FALSE
MTPAP	-0.0227268907563261	0.707629179286698	0	1	0	0	0	0	0	0	FALSE
MTPAP	0.0180344537815031	0.760603698472862	0	1	0	0	0	0	0	0	FALSE
MTPAP	-0.00640420168069689	0.890474362792733	0	1	0	0	0	0	0	0	FALSE
MTPAP	0.00593361344536625	0.923508049633375	0	1	0	0	0	0	0	0	FALSE
MTPN	-0.00915042016807277	0.845812115294971	0	1	0	0	0	0	0	0	FALSE
MTR	-0.0913966386554774	0.213760762239366	0	1	0	0	0	0	0	0	FALSE
MTR	-0.0204539418434813	0.749009421613853	0	1	0	0	0	0	0	0	FALSE
MTRES1	0.00115966386554067	0.985816585483201	0	1	0	0	0	0	0	0	FALSE
MTREX	-0.0093533568663533	0.69579966718245	0	1	0	0	0	0	0	0	FALSE
MTREX	-0.021959252398057	0.701733761191293	0	1	0	0	0	0	0	0	FALSE
MTREX	-0.00397478991597566	0.934961546770333	0	1	0	0	0	0	0	0	FALSE
MTRF1	-0.0180810921848824	0.472905021843264	0	1	0	0	0	0	0	0	FALSE
MTRF1	0.0156338867226848	0.637040107652534	0	1	0	0	0	0	0	0	FALSE
MTRF1	-0.00789075630252611	0.869905378957658	0	1	0	0	0	0	0	0	FALSE
MTRF1L	0.050563264873948	0.0865446701763134	0	1	0	0	0	0	0	0	FALSE
MTRF1L	-0.0365878626050531	0.290019183950116	0	1	0	0	0	0	0	0	FALSE
MTRF1L	-0.0210252100840407	0.492363825895492	0	1	0	0	0	0	0	0	FALSE
MTRF1L	-0.00818235294118352	0.820394244424615	0	1	0	0	0	0	0	0	FALSE
MTRR	-0.0504934463023687	0.277127776334023	0	1	0	0	0	0	0	0	FALSE
MTRR	0.0256924552626572	0.583900088419466	0	1	0	0	0	0	0	0	FALSE
MTSS1	-0.166038202711531	0.312521284671477	0	1	0	0	0	0	0	0	FALSE
MTSS1	0.0612163690722261	0.31755059314843	0	1	0	0	0	0	0	0	FALSE
MTSS1	-0.00427630633325293	0.924246442415441	0	1	0	0	0	0	0	0	FALSE
MTSS1	0.00669554792184535	0.941543103087989	0	1	0	0	0	0	0	0	FALSE
MTSS1	-0.0019840336134509	0.947125849591238	0	1	0	0	0	0	0	0	FALSE
MTSS2	0.0456609001680581	0.0969740516432076	0	1	0	0	0	0	0	0	FALSE
MTSS2	0.00302362606205708	0.867094490301948	0	1	0	0	0	0	0	0	FALSE
MTSS2	-0.00356956479103143	0.926106629992191	0	1	0	0	0	0	0	0	FALSE
MTTP	-0.00432732462890062	0.81594356645699	0	1	0	0	0	0	0	0	FALSE
MTURN	-0.188879831932786	0.156544307882864	0	1	0	0	0	0	0	0	FALSE
MTURN	-0.0709184873949553	0.213977050755147	0	1	0	0	0	0	0	0	FALSE
MTUS1	-0.0573911429851233	0.0763341878649085	0	1	0	0	0	0	0	0	FALSE
MTUS1	0.035387081680657	0.219831252223471	0	1	0	0	0	0	0	0	FALSE
MTUS1	0.0154652827268507	0.510840976233919	0	1	0	0	0	0	0	0	FALSE
MTUS1	0.0014189828081328	0.97475440505727	0	1	0	0	0	0	0	0	FALSE
MTUS2	0.0243363480672203	0.271584951423187	0	1	0	0	0	0	0	0	FALSE
MTUS2	0.0146290786048819	0.467667822027613	0	1	0	0	0	0	0	0	FALSE
MTUS2	-0.0179544494958099	0.493131982736026	0	1	0	0	0	0	0	0	FALSE
MTUS2	0.0100857142856992	0.697881160113879	0	1	0	0	0	0	0	0	FALSE
MTUS2-AS1	0.00882545536776735	0.709318567416144	0	1	0	0	0	0	0	0	FALSE
MTX1	0.0403851901833239	0.424001475613587	0	1	0	0	0	0	0	0	FALSE
MTX2	-0.0114310255650505	0.837047090597273	0	1	0	0	0	0	0	0	FALSE
MTX3	-0.0357139755462246	0.319544458849683	0	1	0	0	0	0	0	0	FALSE
MTX3	-0.0684310924369873	0.560275603253813	0	1	0	0	0	0	0	0	FALSE
MUC1	0.0329759386554365	0.467415566836558	0	1	0	0	0	0	0	0	FALSE
MUC1	-0.0222014503765848	0.478085747946563	0	1	0	0	0	0	0	0	FALSE
MUC1	0.00138865831316437	0.971778653460563	0	1	0	0	0	0	0	0	FALSE
MUC12	0.00381512605041312	0.85961042336781	0	1	0	0	0	0	0	0	FALSE
MUC12	0.00525630252099685	0.865659787829442	0	1	0	0	0	0	0	0	FALSE
MUC12-AS1	0.0417411764705822	0.24708028327939	0	1	0	0	0	0	0	0	FALSE
MUC13	0.040039495798311	0.452238397303591	0	1	0	0	0	0	0	0	FALSE
MUC13	-0.00817226890756828	0.753510037826187	0	1	0	0	0	0	0	0	FALSE
MUC15	-0.0223134453781624	0.437560382234949	0	1	0	0	0	0	0	0	FALSE
MUC15	-0.00300672268908464	0.827723050892517	0	1	0	0	0	0	0	0	FALSE
MUC16	-0.00814201680672966	0.763365830145993	0	1	0	0	0	0	0	0	FALSE
MUC17	0.0312310924369639	0.12542540755355	0	1	0	0	0	0	0	0	FALSE
MUC17	0.00464705882351701	0.890222799521865	0	1	0	0	0	0	0	0	FALSE
MUC19	0.0113289908523182	0.8936648410895	0	1	0	0	0	0	0	0	FALSE
MUC2	0.0165885436771704	0.381510783902992	0	1	0	0	0	0	0	0	FALSE
MUC20	0.148365324957971	0.0495398923040393	0	1	0.0228353776611857	0.105475688832062	7.32776828366931e-18	0.00248069521392918	0.00205386180500409	0.00165300166959595	FALSE
MUC20	0.106044537815119	0.112241650914071	0	1	0.0228353776611857	0.105475688832062	7.32776828366931e-18	0.00248069521392918	0.00205386180500409	0.00165300166959595	FALSE
MUC20	0.0213857142857075	0.360306260956143	0	1	0.0228353776611857	0.105475688832062	7.32776828366931e-18	0.00248069521392918	0.00205386180500409	0.00165300166959595	FALSE
MUC20	0.00995630252100099	0.793558408196931	0	1	0.0228353776611857	0.105475688832062	7.32776828366931e-18	0.00248069521392918	0.00205386180500409	0.00165300166959595	FALSE
MUC3A	0.0854522993277236	0.258883493594565	0	1	0	0	0	0	0	0	FALSE
MUC3B	0.0219634912604905	0.358499561119366	0	1	0	0	0	0	0	0	FALSE
MUC3B	0.00315234680671939	0.901756091978403	0	1	0	0	0	0	0	0	FALSE
MUC4	0.0863453781512522	0.189098471296307	0	1	0	0	0	0	0	0	FALSE
MUC4	0.0238674369293408	0.332637610981108	0	1	0	0	0	0	0	0	FALSE
MUC4	0.0303701924369548	0.36779752754453	0	1	0	0	0	0	0	0	FALSE
MUC4	-0.0100086916806834	0.519296010706727	0	1	0	0	0	0	0	0	FALSE
MUC4	0.0083543101680581	0.714383649204619	0	1	0	0	0	0	0	0	FALSE
MUC4	0.000392572173170791	0.984000661447731	0	1	0	0	0	0	0	0	FALSE
MUC5AC	0.0540104325209994	0.0447116571139253	0	1	0	0	0	0	0	0	FALSE
MUC5AC	0.033329810336129	0.203415175881272	0	1	0	0	0	0	0	0	FALSE
MUC5AC	-0.0342814082353105	0.375790487264173	0	1	0	0	0	0	0	0	FALSE
MUC5AC	0.0704150805882229	0.404447140684853	0	1	0	0	0	0	0	0	FALSE
MUC5B	0.0606578799943005	0.0297338178131261	0	1	0	0	0	0	0	0	FALSE
MUC5B	0.0799756302520978	0.196715417960735	0	1	0	0	0	0	0	0	FALSE
MUC6	0.0544191200840229	0.0527032070165353	0	1	0	0	0	0	0	0	FALSE
MUC6	0.0636796560271193	0.415596289857943	0	1	0	0	0	0	0	0	FALSE
MUC6	-0.0117576411341709	0.808111272677942	0	1	0	0	0	0	0	0	FALSE
MUC7	0.0184457406722647	0.472066923877676	0	1	0	0	0	0	0	0	FALSE
MUC7	-0.0148765261344623	0.624253580700037	0	1	0	0	0	0	0	0	FALSE
MUC8	0.0391403260504095	0.315752515630665	0	1	0	0	0	0	0	0	FALSE
MUC8	0.00298598445376275	0.926683092318792	0	1	0	0	0	0	0	0	FALSE
MUCL1	-0.0644042742582593	0.100288129678467	0	1	0	0	0	0	0	0	FALSE
MUCL3	-0.0604197710084113	0.0124538648899427	0	1	0	0	0	0	0	0	FALSE
MUCL3	0.0199117647058698	0.540741857130185	0	1	0	0	0	0	0	0	FALSE
MUL1	0.00908571428569793	0.767362614961859	0	1	0	0	0	0	0	0	FALSE
MUS81	0.00829327731091567	0.829016204607388	0	1	0	0	0	0	0	0	FALSE
MUSK	0.0392594232772954	0.250952461508053	0	1	0	0	0	0	0	0	FALSE
MUSK	0.0356106196856238	0.326811844270033	0	1	0	0	0	0	0	0	FALSE
MUSK	-0.000872079431325723	0.961706740350724	0	1	0	0	0	0	0	0	FALSE
MUTYH	0.00855952685108718	0.812563063986935	0	1	0	0	0	0	0	0	FALSE
MVB12A	-0.0389352941176675	0.534557343423065	0	1	0	0	0	0	0	0	FALSE
MVB12B	0.0928705882352725	0.0390867365449438	0	1	0	0	0	0	0	0	FALSE
MVB12B	0.0694436974789721	0.112500873444198	0	1	0	0	0	0	0	0	FALSE
MVB12B	0.0875914615966247	0.12480847867863	0	1	0	0	0	0	0	0	FALSE
MVB12B	0.0799596638655382	0.144535727597461	0	1	0	0	0	0	0	0	FALSE
MVB12B	0.0348168252650645	0.15644326188616	0	1	0	0	0	0	0	0	FALSE
MVD	0.0247094691106549	0.463800762732882	0	1	0	0	0	0	0	0	FALSE
MVK	0.0381615078151123	0.230120796822891	0	1	0	0	0	0	0	0	FALSE
MVK	0.0207957983193179	0.265023282598256	0	1	0	0	0	0	0	0	FALSE
MVK	0.0239035599489874	0.375207321977559	0	1	0	0	0	0	0	0	FALSE
MVK	-0.00188530630253148	0.951570437702832	0	1	0	0	0	0	0	0	FALSE
MVP	-0.016862015710112	0.854907354487394	0	1	0	0	0	0	0	0	FALSE
MX1	-0.0985479766806083	0.499992701875452	0	1	0	0	0	0	0	0	FALSE
MX2	-0.0257045363551853	0.819195760306873	0	1	0	0	0	0	0	0	FALSE
MXD1	0.0184239659467895	0.866047935276369	0	1	0	0	0	0	0	0	FALSE
MXD1	0.00555378151259589	0.963658913065685	0	1	0	0	0	0	0	0	FALSE
MXD1	-0.00676806722689705	0.959238202535694	0	1	0	0	0	0	0	0	FALSE
MXD3	0.0179361344537625	0.567526924278241	0	1	0	0	0	0	0	0	FALSE
MXI1	-0.0550075997699473	0.618951737055085	0	1	0	0	0	0	0	0	FALSE
MXRA5	-0.0345884201909445	0.297720735314474	0	1	0	0	0	0	0	0	FALSE
MXRA7	-0.0509983193277481	0.183500465082603	0	1	0	0	0	0	0	0	FALSE
MXRA7	-0.121564139847857	0.298376935953676	0	1	0	0	0	0	0	0	FALSE
MXRA7	-0.0188084033613558	0.457020237792273	0	1	0	0	0	0	0	0	FALSE
MXRA8	0.0266579831932647	0.254531713401801	0	1	0	0	0	0	0	0	FALSE
MXRA8	0.0033629734594669	0.92206282907572	0	1	0	0	0	0	0	0	FALSE
MYADM	-0.0906806722689169	0.375553714020168	0	1	0	0	0	0	0	0	FALSE
MYADM	-0.0778453781512738	0.442531390657615	0	1	0	0	0	0	0	0	FALSE
MYADML2	0.0613911348739382	0.262202029897416	0	1	0	0	0	0	0	0	FALSE
MYB	0.00372352369746931	0.945822966757356	-0.306282888795562	0.759389266355866	0	0	0	0	0	0	TRUE
MYB	0.129316139732401	0.237834762425766	-0.306282888795562	0.759389266355866	0	0	0	0	0	0	TRUE
MYBBP1A	0.0109310924369748	0.738908295655594	0	1	0	0	0	0	0	0	FALSE
MYBBP1A	0.0114487394957852	0.825466097737697	0	1	0	0	0	0	0	0	FALSE
MYBL1	0.0995680672268655	0.116486171397048	0	1	0	0	0	0	0	0	FALSE
MYBL1	0.0449235294117605	0.119024773700499	0	1	0	0	0	0	0	0	FALSE
MYBL1	0.0103419856302454	0.935100051080132	0	1	0	0	0	0	0	0	FALSE
MYBL2	0.0710533423159951	0.214642135954725	0	1	0	0	0	0	0	0	FALSE
MYBPC1	-0.00976789033614534	0.685047352366968	0	1	0	0	0	0	0	0	FALSE
MYBPC2	-0.00518459648656044	0.843628333146337	0	1	0	0	0	0	0	0	FALSE
MYBPC3	0.0531686169514725	0.0990024386611772	0	1	0	0	0	0	0	0	FALSE
MYBPH	-0.0403347729870349	0.319402915465605	0	1	0	0	0	0	0	0	FALSE
MYC	0.173977043820122	0.200189872490851	-1.42771349447185	0.153374340434603	0	0	0	0	0	0	TRUE
MYCBP2	-0.0298407370585689	0.516658341375981	0	1	0	0	0	0	0	0	FALSE
MYCBP2	0.0091830034511986	0.849160984928585	0	1	0	0	0	0	0	0	FALSE
MYCBP2	-0.00444145427307063	0.932397476911781	0	1	0	0	0	0	0	0	FALSE
MYCBPAP	-0.033251260504219	0.343105418407457	0	1	0	0	0	0	0	0	FALSE
MYCBPAP	0.014357969465717	0.710363354962145	0	1	0	0	0	0	0	0	FALSE
MYCL	-0.119553728823542	0.149534040897207	0	1	0	0	0	0	0	0	FALSE
MYCL	-0.0215401137815272	0.330550510934675	0	1	0	0	0	0	0	0	FALSE
MYCN	0.0901478526994897	0.0149343123170108	-1.46262383518862	0.14357033751896	0.0872397997367931	0	0.0940012875702772	0.00118820227050537	0.000848325763860603	0.00185584681644521	TRUE
MYCN	0.326881750320201	0.0529304587079929	-1.46262383518862	0.14357033751896	0.0872397997367931	0	0.0940012875702772	0.00118820227050537	0.000848325763860603	0.00185584681644521	TRUE
MYCN	0.0165314571428521	0.555197775158901	-1.46262383518862	0.14357033751896	0.0872397997367931	0	0.0940012875702772	0.00118820227050537	0.000848325763860603	0.00185584681644521	TRUE
MYCN	0.0894591915003566	0.00026315609781291	-1.46262383518862	0.14357033751896	0.0872397997367931	0	0.0940012875702772	0.00118820227050537	0.000848325763860603	0.00185584681644521	TRUE
MYCN	0.0540689075630212	0.0601445335683253	-1.46262383518862	0.14357033751896	0.0872397997367931	0	0.0940012875702772	0.00118820227050537	0.000848325763860603	0.00185584681644521	TRUE
MYCNOS	0.0445232914285727	0.0467839553860599	0	1	0	0	0	0	0	0	FALSE
MYCNOS	0.00888886763715568	0.702856824129286	0	1	0	0	0	0	0	0	FALSE
MYCT1	-0.0141504201680727	0.689233772825478	0	1	0	0	0	0	0	0	FALSE
MYCT1	-0.0211084033613549	0.764397951619492	0	1	0	0	0	0	0	0	FALSE
MYD88	-0.0431596986816469	0.587927899171387	0	1	0	0	0	0	0	0	FALSE
MYDGF	-0.0327781512605174	0.573181829833332	0	1	0	0	0	0	0	0	FALSE
MYDGF	-0.00393461873949974	0.949846138323114	0	1	0	0	0	0	0	0	FALSE
MYEF2	-0.0170605042016874	0.449847904880013	0	1	0	0	0	0	0	0	FALSE
MYEF2	-0.0580327731092511	0.597939212348655	0	1	0	0	0	0	0	0	FALSE
MYEF2	0.0076445378151222	0.73751039459265	0	1	0	0	0	0	0	0	FALSE
MYEF2	-0.0463857142857238	0.746493428402144	0	1	0	0	0	0	0	0	FALSE
MYEF2	0.0152504201680621	0.818486408632445	0	1	0	0	0	0	0	0	FALSE
MYEF2	-0.00817226890757095	0.876110885092949	0	1	0	0	0	0	0	0	FALSE
MYEOV	0.0379512605041947	0.419635572283452	0	1	0	0	0	0	0	0	FALSE
MYEOV	-0.0032470588235336	0.920799550725577	0	1	0	0	0	0	0	0	FALSE
MYF5	0.055476759193386	0.257060358306102	0	1	0	0	0	0	0	0	FALSE
MYF6	-0.00756873615460041	0.733456182291917	0	1	0	0	0	0	0	0	FALSE
MYH1	0.0188517161678652	0.599189314870706	0	1	0	0	0	0	0	0	FALSE
MYH10	0.0487208101615355	0.453370871839671	0	1	0	0	0	0	0	0	FALSE
MYH10	-0.0627043397583229	0.5763589155734	0	1	0	0	0	0	0	0	FALSE
MYH11	-0.17504875917767	0.00943175661467771	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH11	-0.0780252335206217	0.102457669724197	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH11	0.0301512317279933	0.214087436699898	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH11	-0.0655900674790066	0.273616899803859	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH11	0.0494207716382906	0.302657780122607	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH11	0.00321840097563175	0.928121161909866	0	1	0.16682871825595	0.194773411943321	1.03640385583361e-16	0.00326951721280698	0.0014255616429313	0.00269662240404163	FALSE
MYH13	0.110707519559424	0.00715608362327271	0	1	0.0270085051480139	0.105475688832062	6.74891648573487e-18	0.000670556358622847	0.00105636687881949	0.00116000117164628	FALSE
MYH14	-0.0757403361344648	0.039057877417497	0	1	0	0	0	0	0	0	FALSE
MYH14	0.0904452750420113	0.115092675452961	0	1	0	0	0	0	0	0	FALSE
MYH14	0.0686730429411657	0.117995549410628	0	1	0	0	0	0	0	0	FALSE
MYH14	-0.0494176470588341	0.163374358770417	0	1	0	0	0	0	0	0	FALSE
MYH14	-0.0321529411764798	0.238462014140499	0	1	0	0	0	0	0	0	FALSE
MYH14	-0.0337067226890841	0.299151977854801	0	1	0	0	0	0	0	0	FALSE
MYH15	0.00691217168066416	0.830388922906601	0	1	0	0	0	0	0	0	FALSE
MYH16	0.0359012147787512	0.194326758716792	0	1	0	0	0	0	0	0	FALSE
MYH2	0.0696840018604004	0.10035397652494	0	1	0	0	0	0	0	0	FALSE
MYH3	0.053904200970015	0.154446663841058	0	1	0	0	0	0	0	0	FALSE
MYH4	0.0121935072043033	0.711015387862821	0	1	0	0	0	0	0	0	FALSE
MYH6	0.0852357993277142	0.00375560270788373	0	1	0	0	0	0	0	0	FALSE
MYH7	0.000280688319319822	0.992380233225599	0	1	0	0	0	0	0	0	FALSE
MYH7B	0.0752756302520883	0.0470642071084976	0	1	0	0	0	0	0	0	FALSE
MYH7B	0.000841496302514066	0.96387455603926	0	1	0	0	0	0	0	0	FALSE
MYH8	0.0202201626890677	0.223551421452183	0	1	0	0	0	0	0	0	FALSE
MYH8	0.015899926300377	0.570409870238704	0	1	0	0	0	0	0	0	FALSE
MYH9	-0.0855517542908366	0.128676006186577	0	1	0	0	0	0	0	0	FALSE
MYL1	-0.0128704824544288	0.714403605938179	0	1	0	0	0	0	0	0	FALSE
MYL10	0.100999159663861	0.0123687243127993	0	1	0.151323601657989	0.25803001370122	7.57764993025185e-17	0.00281788501802174	0.00162751620901323	0.00199042042244937	FALSE
MYL10	0.015263865546201	0.695736357620941	0	1	0.151323601657989	0.25803001370122	7.57764993025185e-17	0.00281788501802174	0.00162751620901323	0.00199042042244937	FALSE
MYL12A	-0.154909095094813	0.0322167402642466	0	1	0.151323601657989	0.341830475250011	3.51437496147882e-17	0.00281788501802115	0.00197336340342854	0.00170121403628151	FALSE
MYL12A	-0.109862553501648	0.0702027347012782	0	1	0.151323601657989	0.341830475250011	3.51437496147882e-17	0.00281788501802115	0.00197336340342854	0.00170121403628151	FALSE
MYL12A	-0.0781407535895591	0.181898076614083	0	1	0.151323601657989	0.341830475250011	3.51437496147882e-17	0.00281788501802115	0.00197336340342854	0.00170121403628151	FALSE
MYL12A	-0.0583000933884463	0.394608958871826	0	1	0.151323601657989	0.341830475250011	3.51437496147882e-17	0.00281788501802115	0.00197336340342854	0.00170121403628151	FALSE
MYL12B	-0.00463193277311724	0.939030154179086	0	1	0	0	0	0	0	0	FALSE
MYL2	0.0457240972808126	0.0521783280595506	0	1	0	0	0	0	0	0	FALSE
MYL3	0.0340203875682779	0.235497642382418	0	1	0	0	0	0	0	0	FALSE
MYL4	0.0116181964705717	0.799306166775847	0	1	0	0	0	0	0	0	FALSE
MYL4	0.0165906357118546	0.8647942177562	0	1	0	0	0	0	0	0	FALSE
MYL4	0.0134209321848582	0.877056776703839	0	1	0	0	0	0	0	0	FALSE
MYL4	-0.000146838384238457	0.998851372590138	0	1	0	0	0	0	0	0	FALSE
MYL5	0.0203819345352754	0.617475237270714	0	1	0	0	0	0	0	0	FALSE
MYL6	0.0597841288235248	0.139558265122449	0	1	0	0	0	0	0	0	FALSE
MYL6	-0.00726276051293695	0.898737243172942	0	1	0	0	0	0	0	0	FALSE
MYL6B	0.0484907728712987	0.480095782006967	0	1	0	0	0	0	0	0	FALSE
MYL7	0.053252100840318	0.0626674479560309	0	1	0	0	0	0	0	0	FALSE
MYL9	-0.221668324083894	0.00950196331077125	0	1	0.170072735939174	0.452846830233285	4.64737840497592e-17	0.00368327150707621	0.00253248303439996	0.00217003110311208	FALSE
MYL9	0.0486259325209986	0.0982906585734489	0	1	0.170072735939174	0.452846830233285	4.64737840497592e-17	0.00368327150707621	0.00253248303439996	0.00217003110311208	FALSE
MYLIP	-0.0834857142857182	0.169789322620973	0	1	0.00846931200509004	0	1.46988629066799e-17	0.00219096079984677	0.00120886421350136	0.00179385895472443	FALSE
MYLIP	-0.173745378151279	0.0440118847582819	0	1	0.00846931200509004	0	1.46988629066799e-17	0.00219096079984677	0.00120886421350136	0.00179385895472443	FALSE
MYLIP	-0.112893277310947	0.328086501189189	0	1	0.00846931200509004	0	1.46988629066799e-17	0.00219096079984677	0.00120886421350136	0.00179385895472443	FALSE
MYLIP	-0.0152789915966451	0.611306930050493	0	1	0.00846931200509004	0	1.46988629066799e-17	0.00219096079984677	0.00120886421350136	0.00179385895472443	FALSE
