"adj.P.Val","AveExpr","AverageShortestPathLength","B","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Eccentricity","EdgeCount","Indegree","IsSingleNode","logFC","name","NeighborhoodConnectivity","nes","Outdegree","P.Value","PartnerOfMultiEdgedNodePairs","pval","pval.fdr","selected","SelfLoops","shared name","size","Stress","t"
"0.949952295946932","7.96814805882353","1.0","-5.30877549139799","0.0","1.0","0.0","1","1","0","false","-0.096143590062109","FLI1","3.0","2.40023313913918","1","0.655057064997104","0","0.0163846326870612","0.644462219024405","false","0","FLI1","13","0","-0.4494398970399"
"0.632271280567383","-4.98253152156863","0.0","-2.64268223151357","0.0","0.0","0.16666666666666666","0","3","3","false","-2.35463188198758","ID2","6.0",,"0","0.00912745341219845","0",,,"false","0","ID2",,"0","-2.71275081922945"
"0.853529179310802","0.495515729803922","0.0","-3.80680081833142","0.0","0.0","0.0","0","1","1","false","-1.98551852403727","FSTL3","4.0",,"0","0.0484833383754513","0",,,"false","0","FSTL3",,"0","-2.02257347952314"
"0.821988086967261","-1.06090224509804","0.0","-3.54933392764439","0.0","0.0","0.0","0","1","1","false","-4.84472805652174","HIST2H4A","10.0",,"0","0.0332610234098492","0",,,"false","0","HIST2H4A",,"0","-2.18943500228861"
"0.610353034206863","-3.94880916470588","0.0","-2.4026799739266","0.0","0.0","0.0","0","3","3","false","3.11674602360248","CYP17A1","2.3333333333333335",,"0","0.00651746858407492","0",,,"false","0","CYP17A1",,"0","2.83947083703167"
"0.902641005778803","-3.20280291372549","0.0","-4.14190588377561","0.0","0.0","0.0","0","1","1","false","-2.60567237888199","RORC","2.0",,"0","0.0800458678823734","0",,,"false","0","RORC",,"0","-1.78672943465401"
"0.942823334987886","7.37599835294118","2.0","-4.72758449115254","0.18181818181818182","0.5","0.0","3","4","1","false","0.162079354037268","SMAD3","4.0","2.93762466227744","3","0.20282693188912","0","0.00330737171671985","0.390269862572942","false","0","SMAD3","33","84","1.29046346288043"
"0.972401333378395","5.15007868627451","1.0","-5.36853049180754","0.17965367965367965","1.0","0.11904761904761904","1","7","2","false","0.0474518198757785","HIF1A","3.5714285714285716","1.81012936039666","5","0.816531042705725","0","0.0702757288515468","0.95305676175144","false","0","HIF1A","146","90","0.23323541628684"
"0.270042231487461","2.18125637019608","0.0","1.51165000166421","0.0","0.0","0.0","0","1","1","false","3.36160987701863","GPA33","1.0",,"0","2.86276653918384E-5","0",,,"false","0","GPA33",,"0","4.60507045269316"
"0.840999582723147","-4.58594467647059","0.0","-3.72096081512045","0.0","0.0","0.0","0","1","1","false","-3.03772319627329","PRTN3","10.0",,"0","0.0427302516458525","0",,,"false","0","PRTN3",,"0","-2.07939873212924"
"0.459009432760503","0.719623364882353","0.0","-1.27042070143522","0.0","0.0","0.0","0","1","1","false","-3.66994016942236","HSPA4","10.0",,"0","0.00135023191349267","0",,,"false","0","HSPA4",,"0","-3.395429454907"
"0.617088054865572","-5.75413645098039","0.0","-2.51638695669032","0.0","0.0","0.0","0","1","1","false","-2.04914437267081","ETV3","2.0",,"0","0.00764349172142145","0",,,"false","0","ETV3",,"0","-2.77991796358732"
"0.950987904274934","4.59002409803922","1.0","-5.31262685209713","0.0","1.0","0.0","1","1","0","false","0.0662964968944113","NFATC2","1.0","2.28919078734247","1","0.662761239659461","0","0.0220682696429803","0.651013954467919","false","0","NFATC2","10","0","0.438711067496817"
"0.589294243956086","-4.99253417647059","1.6153846153846154","-2.23840847381029","0.0","0.6190476190476191","0.15","2","5","0","false","3.10038527515528","RELA","4.4","1.61018753010826","5","0.00517998917038028","0","0.107356922866041","0.95305676175144","false","0","RELA","143","0","2.92408694856708"
"0.747403701037284","-6.36169337254902","0.0","-3.13367182275377","0.0","0.0","0.0","0","1","1","false","1.77968960869565","LGALS1","7.0",,"0","0.0182915687363844","0",,,"false","0","LGALS1",,"0","2.43966113217909"
"0.942823334987886","7.76172215686274","2.75","-5.1272085164343","0.0","0.36363636363636365","0.0","4","2","0","false","0.246158857142862","RUNX1","2.5","2.42809250538738","2","0.422623013693573","0","0.0151784712749892","0.644462219024405","false","0","RUNX1","21","0","0.808519245877856"
"0.961565028710527","-2.98944654105882","1.0","-5.34859214941807","0.0","1.0","0.0","1","1","0","false","0.271843104347825","NR5A1","3.0","1.72502474890453","1","0.748906348793696","0","0.0845230124835158","0.95305676175144","false","0","NR5A1","15","0","0.321852705246931"
"0.808295890764221","-0.578580616392157","1.2727272727272727","-3.44627215006972","0.5670995670995671","0.7857142857142857","0.03333333333333333","2","10","2","false","-3.2652887242236","MYC","2.6","-0.95113008019915","8","0.0286479435536226","0","0.341538346641906","0.95305676175144","false","0","MYC","381","269","-2.2534586427189"
"0.581749067815851","-3.98271339607843","0.0","-2.1570211803003","0.0","0.0","0.0","0","1","1","false","-2.82348207763975","TPM2","10.0",,"0","0.00462383136454969","0",,,"false","0","TPM2",,"0","-2.9654298946038"
"0.991332296868441","1.1699330445098","1.5","-5.38759177407975","0.0","0.6666666666666666","0.0","2","1","0","false","0.0373444483850935","RXRA","2.0","-1.93821061388519","1","0.93166968834805","0","0.0525975323553452","0.95305676175144","false","0","RXRA","12","0","0.086177353975783"
"0.514397212021276","-3.4042498745098","0.0","-1.77070426782312","0.0","0.0","0.5","0","2","2","false","3.27400203850932","BCL2L1","6.0",,"0","0.0027011514499102","0",,,"false","0","BCL2L1",,"0","3.15700859372637"
"0.445531370166062","-4.82868503921569","0.0","-0.69259957217835","0.0","0.0","0.5","0","2","2","false","3.37644530434783","NOS2","6.0",,"0","6.07347277905297E-4","0",,,"false","0","NOS2",,"0","3.66014061353199"
"0.804263032512032","-0.341335303333333","0.0","-3.42434825401307","0.0","0.0","0.0","0","1","1","false","2.25854344372671","IL5","1.0",,"0","0.0277550812310814","0",,,"false","0","IL5",,"0","2.26689609689202"
"0.804263032512032","-4.92963039215686","0.0","-3.42845524884506","0.0","0.0","0.0","0","1","1","false","1.87251420496894","UCP3","10.0",,"0","0.027920125919873","0",,,"false","0","UCP3",,"0","2.26438356032779"
