"Promoter","Enhancer","Gene","Methylation_score"
0.089536113066526,0.082589671620685,"GPS2",0.172125784687211
0.144325014413969,0.0540179381822153,"GGT1",0.198342952596185
0.333333333333333,0.134313725490196,"FZD3",0.467647058823529
0.0864508935432662,0.0475866331067404,"DNAJC2",0.134037526650007
0.15625,0.0246513605442177,"ADPRHL2",0.180901360544218
0,0,"C6orf182",0
0.0833333333333333,0,"DNAH5",0.0833333333333333
0,0.0640756302521008,"PAX4",0.0640756302521008
0.09375,0.5,"PRR15",0.59375
0.181818181818182,0,"KIF17",0.181818181818182
0,0,"MAPK4",0
0,0,"PPP1R3A",0
0,0,"LOC100133991",0
0.136290322580645,0.00248138957816377,"A2M",0.138771712158809
0.0666666666666667,0.0864024548180925,"KIAA0947",0.153069121484759
0.307692307692308,0.0671957671957672,"HSPA4",0.374888074888075
0.0205913476501712,0.0414055888971228,"MTM1",0.061996936547294
0,0.0799528551513033,"SIGLEC5",0.0799528551513033
0.0334928229665072,0.0527497789566755,"GAS5",0.0862426019231827
0,0,"MBOAT4",0
0.2,0.0576247371899885,"HIST1H4G",0.257624737189989
0,0,"TMEM185A",0
0.0770731423247147,0.0659869265373784,"TGS1",0.143060068862093
0.0444444444444444,0.156695156695157,"CHURC1",0.201139601139601
0,0,"NOTCH2",0
0,0.152672847985348,"IGFL4",0.152672847985348
0,0.0521247896247896,"SNORD58C",0.0521247896247896
0.0251256281407035,0.0392141296759228,"UCHL5",0.0643397578166263
0.243243243243243,0,"SIX3",0.243243243243243
0.0579710144927536,0.0188297541238718,"FARS2",0.0768007686166254
0.136150234741784,0.0245785440613027,"MAPK11",0.160728778803087
0.176470588235294,0.0134943181818182,"TTC21B",0.189964906417112
0.166666666666667,0.117647058823529,"PLCE1",0.284313725490196
0,0,"LY86",0
0,0.141666666666667,"PTPRQ",0.141666666666667
0.0909090909090909,0.0418875927889714,"EYS",0.132796683698062
0.0625,0.0680410293897136,"C10orf88",0.130541029389714
0.106177515899738,0.0170940170940171,"GPATCH2",0.123271532993755
0,0,"MOCOS",0
0,0.0679824561403509,"APCS",0.0679824561403509
0,0,"SERTAD1",0
0,0.00851254480286738,"GRAMD3",0.00851254480286738
0.0444444444444444,0.122263743240602,"CDC26",0.166708187685046
0.0746268656716418,0.0902777777777778,"UQCR10",0.16490464344942
0,0,"SERPIND1",0
0.0579710144927536,0.269444444444444,"ERCC2",0.327415458937198
0,0,"SNORD115-8",0
0.3,0,"MTMR7",0.3
0.0833333333333333,0.0737868889015233,"MXD3",0.157120222234857
0.0909090909090909,0.333333333333333,"DNAJC25-GNG10",0.424242424242424
0.0425531914893617,0.0292490118577075,"ELAVL3",0.0718022033470692
0,0,"GATSL2",0
0,0,"PCDHA11",0
0.0901716338175453,0.0434115769915438,"EEF1A1",0.133583210809089
0.0779220779220779,0,"NMNAT1",0.0779220779220779
0,0,"BTN2A3",0
0.0529363110008271,0.0153846153846154,"ATG10",0.0683209263854425
0,0.0238512302427896,"CLYBL",0.0238512302427896
0.0476190476190476,0.0966666666666667,"SNORD115-40",0.144285714285714
0,0,"PIK3R6",0
0,0,"C9orf57",0
0.0862268440665653,0.0365545017835194,"MDP1",0.122781345850085
0.285714285714286,0.0833333333333333,"ALDOB",0.369047619047619
0.0204081632653061,0.04568070863414,"MINA",0.0660888718994461
0.142857142857143,0.0484048788656916,"FNDC5",0.191262021722834
0.137931034482759,0.0300078008411342,"DNAJB14",0.167938835323893
0.235008704026075,0.129642558777897,"IGF1",0.364651262803972
0.583333333333333,0.0181818181818182,"GLYATL2",0.601515151515152
0,0.0371696737743758,"MMP20",0.0371696737743758
0.0625,0.266666666666667,"RNF213",0.329166666666667
0,0,"ADRA2C",0
0,0,"FAM81B",0
0.0650406504065041,0.0702380952380952,"GDF9",0.135278745644599
0.0510067618188176,0.097971588226035,"BCL2L1",0.148978350044853
0.486111111111111,0.0326812497267043,"COX7A2",0.518792360837815
0,0,"LOC100132707",0
0,0,"PDE7B",0
0.23386701972137,0.0813080878932697,"RPS18",0.315175107614639
0.2,0.0903487184377989,"HIST2H2AA3",0.290348718437799
0.5,0,"KCNB2",0.5
0.245901639344262,0.0327508494556549,"NBEAL2",0.278652488799917
0,0.0896116441107403,"SNORD4A",0.0896116441107403
0.125,0,"MAPKAPK5",0.125
0.101759525585029,0.0696576369862036,"LMOD3",0.171417162571233
0.162790697674419,0.243589743589744,"PNMAL2",0.406380441264162
0,0,"BEND7",0
0.0555555555555556,0,"KATNAL2",0.0555555555555556
0.0427625693326176,0.0416989288940508,"ATF7IP",0.0844614982266685
0.127659574468085,0.014957264957265,"EFCAB5",0.14261683942535
0.117647058823529,0,"DSG4",0.117647058823529
0.166666666666667,0.0637254901960784,"CHGB",0.230392156862745
0,0.0774544973544974,"CCL24",0.0774544973544974
0.0683636363636364,0.0347638005269584,"SNORD63",0.103127436890595
0,0,"LOC401010",0
0,0,"SNPH",0
0,0,"SLC10A5",0
0,0,"C2orf3",0
0.0769230769230769,0.111111111111111,"KCTD4",0.188034188034188
0,0.110397897897898,"RGS22",0.110397897897898
0.0238095238095238,0.0659518595016307,"HIST1H2BC",0.0897613833111545
0.219178082191781,0.176645672220893,"ABCA7",0.395823754412674
0,0,"C1orf59",0
0,0,"OR4F4",0
0.0559701492537313,0.100641025641026,"HSD17B8",0.156611174894757
0.0105263157894737,0.0494349928523598,"RAB24",0.0599613086418335
0.0555319450347075,0.0760535352714343,"PANK1",0.131585480306142
0.109375,0.124510105279336,"CLDN7",0.233885105279336
0,0.00520735303343999,"C4BPB",0.00520735303343999
0.0508771929824561,0.111111111111111,"ZFP30",0.161988304093567
0.0416666666666667,0.0147481684981685,"IQCK",0.0564148351648352
0,0,"PRPF18",0
0,0,"ACY3",0
0.0357420357420357,0.0571658615136876,"AATK",0.0929078972557233
0.0851063829787234,0.0722417840375587,"CALB2",0.157348167016282
0,0,"FAM164C",0
0.142857142857143,0.714285714285714,"NAALADL1",0.857142857142857
0.1,0.00771581359816654,"SNORD21",0.107715813598167
0,0,"POTEE",0
0.0638427283588574,0.0262688614540466,"ELN",0.090111589812904
0.0461538461538462,0.0797628458498024,"TPM2",0.125916692003649
0.107142857142857,0.0478395061728395,"C17orf78",0.154982363315697
0,0,"ACER2",0
0,0,"LOC150786",0
0.1,0,"GJB7",0.1
0.0347490347490347,0.219391092233834,"PCYT2",0.254140126982869
0.0945601024956796,0.0637981460943523,"ANG",0.158358248590032
0.0909090909090909,0.0255952380952381,"ASF1A",0.116504329004329
0,0.0603237657847622,"BBS5",0.0603237657847622
0,0,"C6orf72",0
0.0769230769230769,0.0542088568404358,"KCNIP1",0.131131933763513
0.0555555555555556,0,"DMRTC2",0.0555555555555556
0.181818181818182,0.0296052631578947,"LAMC2",0.211423444976077
0.0977891156462585,0.101686507936508,"LMAN1",0.199475623582766
0.1,0.0204107505070994,"WDR5B",0.120410750507099
0.062992125984252,0.0704394676530899,"SLC12A6",0.133431593637342
0.0555555555555556,0,"CEACAM5",0.0555555555555556
0,0,"C21orf63",0
0,0,"DMC1",0
0,0,"AGR2",0
0.0862569208904239,0.046342768208154,"MB",0.132599689098578
0,0,"PAGE2B",0
0,0,"CXorf59",0
0,0,"LOC643387",0
0,0.0542857142857143,"SNORA38B",0.0542857142857143
0,0,"BHMT2",0
0.428571428571429,0.0470629987296654,"PGBD1",0.475634427301094
0.0631578947368421,0.119775962538516,"RELA",0.182933857275358
0.0762235419521852,0.0807663934146148,"TPPP2",0.1569899353668
0.272727272727273,0.0657008709640289,"MTMR10",0.338428143691302
0.0761111111111111,0.144785980456047,"SMG5",0.220897091567158
0.22,0.0541666666666667,"HAS3",0.274166666666667
0.0255102040816327,0.0651101655944271,"EI24",0.0906203696760597
0,0,"DRP2",0
0.3,0.176517273576097,"FAAH",0.476517273576097
0,0,"C2orf64",0
0.191919191919192,0.0699709831148562,"HSD3B7",0.261890175034048
0,0,"A1BG",0
0.274509803921569,0,"NR2E1",0.274509803921569
0.175925925925926,0.170884709160571,"CLIP3",0.346810635086497
0,0.0565670712729536,"ANP32D",0.0565670712729536
0,0,"SLC25A14",0
0.117647058823529,0.113333333333333,"ARMC3",0.230980392156863
0.0476190476190476,0.0738095238095238,"SEMA5A",0.121428571428571
0.0753424657534247,0.0570593885423742,"ARTN",0.132401854295799
0.117244724715013,0.0540204654867263,"DDX1",0.17126519020174
0,0.0136612606331424,"TTC39B",0.0136612606331424
0.133333333333333,0.105602240896359,"CADM4",0.238935574229692
0.294117647058824,0,"CACNA2D1",0.294117647058824
0.0689655172413793,0,"AFF3",0.0689655172413793
0.0555555555555556,0.0159574468085106,"KLF9",0.0715130023640662
0.104651162790698,0.0537121212121212,"SIRT6",0.158363284002819
0.0350877192982456,0,"RGS19",0.0350877192982456
0,0,"C1orf92",0
0.238429406850459,0.0526315789473684,"WNT3",0.291060985797828
0,0.0971192081443278,"IFNA2",0.0971192081443278
0,0,"LOC728743",0
0.213383838383838,0.0824183867662129,"C1QTNF4",0.295802225150051
0.174693184308569,0.03529942208804,"ID4",0.209992606396609
0,0,"LOC401093",0
0,0.0591883879927358,"CYP17A1",0.0591883879927358
0.277777777777778,0.0575654823332842,"PIP4K2A",0.335343260111062
0,0,"OSTCL",0
0.1875,0.0304437564499484,"FAM161A",0.217943756449948
0.0555555555555556,0,"LYPD4",0.0555555555555556
0.0101010101010101,0,"PCDHGC5",0.0101010101010101
0.175,0.033757135633452,"GTF2IRD1",0.208757135633452
0,0,"CDC42BPB",0
0.428571428571429,0.0384353741496599,"MFSD6",0.467006802721088
0,0,"FLJ33630",0
0.0740740740740741,0,"ZBTB43",0.0740740740740741
0,0,"KIAA0562",0
0.080893300248139,0.0479488401222933,"CCDC84",0.128842140370432
0.127840909090909,0.0724206349206349,"TEAD1",0.200261544011544
0.0806451612903226,0.0471698113207547,"ELOVL5",0.127814972611077
0,0,"C17orf91",0
0,0,"CLDN22",0
0.0930232558139535,0.0248270248270248,"FAM194A",0.117850280640978
0.0948790896159317,0.0285626535626536,"GALNT2",0.123441743178585
0.0824742268041237,0.0832706766917293,"FUT2",0.165744903495853
0,0,"ATP8B5P",0
0.0930232558139535,0.124565402014568,"TMEM223",0.217588657828521
0,0,"ASPHD2",0
0.044620253164557,0.0479906529606177,"SMO",0.0926109061251747
0,0,"FAM36A",0
0.0625,0,"ATP9B",0.0625
0,0,"HIST2H3C",0
0,0,"RGPD8",0
0,0,"LOC728024",0
0,0,"RIMBP3C",0
0,0,"MADCAM1",0
0.4,0.0906943398791225,"C9orf156",0.490694339879122
0.105263157894737,0,"HIVEP3",0.105263157894737
0.181818181818182,0,"FRMD6",0.181818181818182
0.0437876299945265,0.027941384232789,"ANXA1",0.0717290142273156
0.0625,0,"NOL4",0.0625
0,0.00357142857142857,"PIK3C2G",0.00357142857142857
0.201834862385321,0.00416666666666667,"SIM2",0.206001529051988
0.0301003344481605,0.115384615384615,"ETV3",0.145484949832776
0.0651486401012018,0.0987521697333122,"DGKA",0.163900809834514
0.0423136259579974,0.0674269707883153,"ODF2",0.109740596746313
0.136150234741784,0.0245785440613027,"HDAC10",0.160728778803087
0,0.0792914653784219,"ASCL3",0.0792914653784219
0.0769230769230769,0.0367884615384615,"CLECL1",0.113711538461538
0.128472014259419,0.0524602768269745,"ID2",0.180932291086394
0,0,"GTF2IRD2B",0
0.03125,0.112946428571429,"GPX8",0.144196428571429
0.0476190476190476,0.147549019607843,"ADAM22",0.195168067226891
0,0,"BAGE",0
0.0689655172413793,0.05,"DFFB",0.118965517241379
0,0,"BEX1",0
0.157894736842105,0.0369669638537563,"RTTN",0.194861700695862
0,0.0183333333333333,"PRH2",0.0183333333333333
0.210526315789474,0.103885318431815,"WDR75",0.314411634221288
0.12,0.0159092869690696,"ITGA4",0.13590928696907
0.111111111111111,0.0666666666666667,"KCNG1",0.177777777777778
0.266666666666667,0.0359649122807018,"AGBL2",0.302631578947368
0.0303030303030303,0.0498937074829932,"ARID1A",0.0801967377860235
0.0509374683287727,0.036396469028048,"ASNS",0.0873339373568207
0.08,0.106413459381198,"SESN1",0.186413459381198
0.210526315789474,0.00505050505050505,"NLGN1",0.215576820839979
0.193548387096774,0.0967383191521123,"CNDP2",0.290286706248886
0.0909090909090909,0.0263157894736842,"ACTR6",0.117224880382775
0.125,0.0527504105090312,"LAMC1",0.177750410509031
0,0,"SNHG3-RCC1",0
0.636363636363636,0.0328648806909677,"MACF1",0.669228517054604
0,0,"OR5K2",0
0.25,0,"SLC5A12",0.25
0,0,"UNC80",0
0.118226788432268,0.0474207059789923,"PVRL4",0.16564749441126
0.0526315789473684,0.00227272727272727,"B3GAT2",0.0549043062200957
0,0,"SNORD84",0
0,0,"SNORD68",0
0.146666666666667,0.05,"GTF2H3",0.196666666666667
0.0689655172413793,0.0860002016535592,"HIST2H2AC",0.154965718894938
0.0625,0,"MMP16",0.0625
0.0857142857142857,0.0908553093028149,"MST1",0.176569595017101
0.221153846153846,0.077010708589656,"CCDC102B",0.298164554743502
0.133333333333333,0.0707859848484848,"XPO4",0.204119318181818
0,0,"FZD10",0
0.181818181818182,0.0641643709825528,"GRAP2",0.245982552800735
0.138888888888889,0.107500842447079,"LSM14A",0.246389731335968
0.244350282485876,0.0536676688991506,"RICH2",0.298017951385026
1,0.0490196078431373,"ALDH1A1",1.04901960784314
0,0,"C8orf83",0
0.26890756302521,0.0317460317460317,"FAM89A",0.300653594771242
0.1,0.0621746336361494,"TESK2",0.162174633636149
0.111111111111111,0.0428571428571429,"ROR2",0.153968253968254
0.153846153846154,0.0520833333333333,"MON2",0.205929487179487
0,0.00714285714285714,"SH2D1B",0.00714285714285714
0.0454545454545455,0,"CPNE1",0.0454545454545455
0.111111111111111,0.0652173913043478,"SNORD11B",0.176328502415459
0.0857142857142857,0.058006453755211,"GDAP2",0.143720739469497
0.137931034482759,0.00267379679144385,"PTGDR",0.140604831274202
0,0,"DDT",0
0.106382978723404,0.0900666126564047,"TRAF6",0.196449591379809
0.073585854115251,0.067203056063987,"ALK",0.140788910179238
0,0,"NCRNA00105",0
0,0,"ZNF107",0
0,0,"ACOT2",0
0.027027027027027,0.0666666666666667,"SNORD115-37",0.0936936936936937
0,0,"EFCAB4A",0
0.0153846153846154,0,"MAB21L1",0.0153846153846154
0.0769230769230769,0.0936372180451128,"CC2D2A",0.17056029496819
0,0.0208333333333333,"RRAS2",0.0208333333333333
0,0.0498289863545428,"C3",0.0498289863545428
0,0,"CALCOCO2",0
0.159165778023709,0.0177049578298914,"SLC4A1",0.1768707358536
0,0,"ZNF705D",0
0.04,0.0196078431372549,"SEMA3C",0.0596078431372549
0,0,"CASP8AP2",0
0.0972524373539602,0.0610982925703738,"ELL2",0.158350729924334
0.242424242424242,0.09375,"MRPS6",0.336174242424242
0.25,0.0255764643519746,"GNAI1",0.275576464351975
0,0.108136271623114,"NTN3",0.108136271623114
0.116279069767442,0.0829117533037527,"VAPB",0.199190823071195
0,0.0909478829583584,"CD48",0.0909478829583584
0.387096774193548,0.0850416666666667,"TUSC5",0.472138440860215
0.0588235294117647,0,"PALMD",0.0588235294117647
0.214285714285714,0.08125,"SULT4A1",0.295535714285714
0.05,0.037202380952381,"INPP5F",0.0872023809523809
0,0,"C2orf80",0
0.117647058823529,0.0401740270926317,"EGLN1",0.157821085916161
0.235294117647059,0.0317460317460317,"MKRN3",0.267040149393091
0,0.0583333333333333,"KCNMB2",0.0583333333333333
0.153846153846154,0.0222222222222222,"CX3CL1",0.176068376068376
0.0909090909090909,0.0731922398589065,"GIMAP6",0.164101330767997
0,0,"GPR82",0
0,0,"MKL2",0
0.0344827586206897,0.0399119399119399,"MASP1",0.0743946985326296
0,0,"ERP27",0
0,0,"RXFP2",0
0.143218806509946,0.0353260869565217,"CDC20",0.178544893466467
0.194444444444444,0.0833333333333333,"SH2B3",0.277777777777778
0.223615464994775,0.0752873563218391,"MTUS2",0.298902821316614
0,0.0405564538374868,"CHML",0.0405564538374868
0,0,"CCDC77",0
0,0,"FTSJD2",0
0.198761852967995,0.0233236151603499,"GDAP1",0.222085468128345
0.0526315789473684,0.0784415584415584,"GPR19",0.131073137388927
0.148148148148148,0.0261437908496732,"SETBP1",0.174291938997821
0,0,"HIST2H2BA",0
0.141025641025641,0.263117082408254,"SPEG",0.404142723433895
0,0,"DBC1",0
0.0487804878048781,0.131090843995256,"TARBP2",0.179871331800134
0.0476190476190476,0.109038705829648,"METTL8",0.156657753448695
0.0883838383838384,0.086078668267584,"CRYBG3",0.174462506651422
0.222222222222222,0.111111111111111,"FAM83D",0.333333333333333
0.06,0,"SERPINF2",0.06
0,0,"LOC644538",0
0.0737725715735611,0.0314746864054823,"C10orf2",0.105247257979043
0.111111111111111,0,"JPH4",0.111111111111111
0,0.106094174892041,"ZNF211",0.106094174892041
0.100694444444444,0.0595664706273259,"ECT2",0.16026091507177
0,0,"TMEM27",0
0.240540540540541,0.0501638001638002,"CERK",0.290704340704341
0,0.00395256916996047,"LGSN",0.00395256916996047
0.0508474576271186,0.0853930585637903,"ZNF791",0.136240516190909
0,0,"LYG2",0
0,0,"LOC646813",0
0.186759581881533,0.0917286908100111,"NEK8",0.278488272691544
0,0.0448584676941449,"SNORD11",0.0448584676941449
0,0,"PATE1",0
0,0.0141835656949225,"PCDHB10",0.0141835656949225
0,0,"SLC35F5",0
0.06,0.090958605664488,"SGCA",0.150958605664488
0,0.197172619047619,"PDE6C",0.197172619047619
0,0,"SMARCE1",0
0.1875,0.0142857142857143,"TMEM160",0.201785714285714
0.0677966101694915,0.0431608466193446,"HELQ",0.110957456788836
0,0,"FOXI3",0
0.13764714797035,0.0398200410036852,"RPL24",0.177467188974035
0,0,"SLC6A11",0
0.133333333333333,0.0396474358974359,"TMEM170B",0.172980769230769
0,0,"FAM76A",0
0.241379310344828,0.0131578947368421,"PHAX",0.25453720508167
0,0,"NME2P1",0
0.0922042647286658,0.0354535659702444,"KRT18",0.12765783069891
0.0851063829787234,0,"AMPH",0.0851063829787234
0.285714285714286,0.071949163862957,"GPR65",0.357663449577243
0.103896103896104,0.230524467851657,"PDK2",0.334420571747761
0.285714285714286,0.0900034134954193,"KCNJ14",0.375717699209705
0,0,"C12orf40",0
0.0886075949367089,0.0433066933066933,"MRPL18",0.131914288243402
0.0740740740740741,0,"GSDMB",0.0740740740740741
0.333333333333333,0,"MFSD4",0.333333333333333
0,0,"DPY19L2P2",0
0.0388349514563107,0.0208966565349544,"LIAS",0.0597316079912651
0,0,"SLC38A5",0
0.0384615384615385,0.00833333333333333,"C9orf131",0.0467948717948718
0.0422535211267606,0.137780178259502,"ITPRIPL1",0.180033699386262
0.122448979591837,0.0100569581280788,"DOPEY1",0.132505937719916
0,0,"CSDC2",0
0.0149253731343284,0.0833333333333333,"MYRIP",0.0982587064676617
0.0327102803738318,0.0883738818371547,"ATP6V1G2",0.121084162210986
0.151821862348178,0.0441021825396825,"TDH",0.195924044887861
0.0833333333333333,0,"ZNF823",0.0833333333333333
0.227272727272727,0,"VWDE",0.227272727272727
0.138888888888889,0.0297265599331942,"TWF1",0.168615448822083
0,0,"POTEF",0
0.250788260975018,0.115855813191017,"HAS1",0.366644074166035
0.0588417190775681,0.0321150235729183,"ZNF30",0.0909567426504864
0.0650378461243652,0.0360475101370598,"CRYZ",0.101085356261425
0.121951219512195,0,"ZNF678",0.121951219512195
0,0,"LOC100288778",0
0.107142857142857,0.0766025641025641,"ADCK2",0.183745421245421
0.0625,0,"ATP6V1E2",0.0625
0,0,"LRRC3B",0
0.130434782608696,0.134262509657247,"RRAGC",0.264697292265942
0.0803808496515101,0.0334821428571429,"ACSF2",0.113862992508653
0,0.0536586483194185,"F8",0.0536586483194185
0.0833333333333333,0.0520833333333333,"DHX40",0.135416666666667
0.243593267063833,0.0280932643091166,"SPOP",0.271686531372949
0.173913043478261,0.149841514099327,"NPTX1",0.323754557577587
0.142857142857143,0.0388794882872504,"NUPL2",0.181736631144393
0.0684210526315789,0.0257478632478632,"COL16A1",0.0941689158794422
0.0677555776605999,0.078227619766193,"CA7",0.145983197426793
0.033771967612985,0.0781606175763615,"MICA",0.111932585189346
0.149253731343284,0.0571428571428571,"PHYHIP",0.206396588486141
0,0,"SLC6A10P",0
0,0,"FGD1",0
0,0,"POLR2J2",0
0.116354983400438,0.068168344240482,"CRH",0.18452332764092
0.075,0,"CYP24A1",0.075
0,0.0403078403078403,"SCARNA9",0.0403078403078403
0.102948473981941,0.0741195110861417,"CDK5",0.177067985068083
0.19047619047619,0.00277777777777778,"CYB5B",0.193253968253968
0.123478260869565,0.0625,"BRMS1",0.185978260869565
0,0,"GOLGA6C",0
0.24,0.0520013140080996,"THBD",0.2920013140081
0.09375,0,"ANO5",0.09375
0,0,"BCHE",0
0.2,0.0403642247421458,"DBT",0.240364224742146
0.142857142857143,0.0322155785391079,"UTRN",0.175072721396251
0,0,"LOC729991-MEF2B",0
0.0362424367180477,0.0575710973175855,"AGL",0.0938135340356332
0.115384615384615,0.101190476190476,"WDR53",0.216575091575092
0.117647058823529,0.107525811453176,"ELL3",0.225172870276705
0.0526315789473684,0.0748755656108597,"ROGDI",0.127507144558228
0.166666666666667,0.0297670507106215,"CYP2R1",0.196433717377288
0.0666666666666667,0.104251997095134,"SELL",0.170918663761801
0,0,"AACSL",0
0.230769230769231,0.136112516869096,"PLA2G2F",0.366881747638327
0,0.0257985257985258,"ZBBX",0.0257985257985258
0,0,"CA5BP",0
0.0208183776022972,0.0775528969822448,"TMEM139",0.098371274584542
0.0957720057720058,0.0611762959262959,"FGFR1OP",0.156948301698302
0.127428275923159,0.0511893515953485,"C9",0.178617627518508
0.1,0.1,"SLC41A1",0.2
0,0,"C20orf12",0
0,0,"AGBL4",0
0,0,"TPSAB1",0
0.0437070938215103,0,"SLC6A12",0.0437070938215103
0.0563380281690141,0.0543937925740957,"DNAH3",0.11073182074311
0,0,"CASS4",0
0,0.0146932800114261,"SNORD98",0.0146932800114261
0,0,"LOC441455",0
0.101441268686456,0.0586331042332731,"TTL",0.160074372919729
0.0588235294117647,0.0451388888888889,"CNGA4",0.103962418300654
0,0,"NPY2R",0
0,0.0442708333333333,"G6PC2",0.0442708333333333
0.109817073170732,0.102393069954675,"LGALS1",0.212210143125406
0,0,"ACSM1",0
0.34,0.166044776119403,"HSPB6",0.506044776119403
0.0833333333333333,0.0141158841158841,"DYNC2H1",0.0974492174492174
0.0779938703736114,0.0353749495482905,"CCS",0.113368819921902
0.0240799806017197,0.0784246951276858,"WWP2",0.102504675729406
0,0,"OCM2",0
0.100356506238859,0.0776330938869638,"LSMD1",0.177989600125823
0.0720720720720721,0.143094497932121,"FAM53C",0.215166570004193
0.0929083811230195,0.0366044446171597,"UFC1",0.129512825740179
0.027027027027027,0.117157974300831,"MBOAT7",0.144185001327858
0.136363636363636,0.0369603162327587,"SPRED3",0.173323952596395
0.0929292929292929,0.0773307108292615,"EIF2B5",0.170260003758554
0,0,"NTSR2",0
0.0714285714285714,0.0419753086419753,"OSMR",0.113403880070547
0,0.0480376766091052,"TAS2R38",0.0480376766091052
0,0,"USP17",0
0.333333333333333,0.0421969145097164,"ERCC4",0.37553024784305
0,0,"ZNF675",0
0.0166666666666667,0.163888888888889,"MLH3",0.180555555555556
0.458333333333333,0.105408449392814,"SLC27A3",0.563741782726148
0.08,0.0426257459505541,"YTHDF2",0.122625745950554
0,0,"C1orf96",0
0.1,0.0978535353535354,"SERPING1",0.197853535353535
0,0,"RSPO4",0
0,0,"ARMCX6",0
0.0689655172413793,0.0860002016535592,"HIST2H2AB",0.154965718894938
0.0555555555555556,0.152603668261563,"WDR36",0.208159223817119
0,0,"LOC151009",0
0.214019851116625,0.0600311262026033,"GPC1",0.274050977319229
0,0,"LOC401588",0
0.165204678362573,0.0550937424267801,"MDN1",0.220298420789353
0.214285714285714,0.0310897435897436,"ITFG2",0.245375457875458
0.4375,0,"TACR3",0.4375
0,0,"CTAGE1",0
0,0.0681593419608858,"UBC",0.0681593419608858
0,0,"LOC606724",0
0.0833333333333333,0.0830778133161919,"ZNF778",0.166411146649525
0,0,"LGI1",0
0,0,"ZNF483",0
0.0752638112973308,0.0824466000391926,"LBP",0.157710411336523
0.166352394616383,0.0449235784057213,"CKM",0.211275973022104
0.0606060606060606,0.222222222222222,"SLC1A5",0.282828282828283
0,0,"JAKMIP3",0
0.0460654936461388,0.025163119280267,"SH3BGR",0.0712286129264058
0.0769230769230769,0.014030612244898,"TMEM150C",0.0909536891679749
0.157894736842105,0.333333333333333,"ZNF214",0.491228070175439
0.0933333333333333,0.0791927825261159,"TMEM9B",0.172526115859449
0.107142857142857,0.114915808321018,"SLC38A7",0.222058665463875
0.153846153846154,0.25,"UPK3A",0.403846153846154
0,0,"VCY",0
0,0.0409129264270638,"RRM1",0.0409129264270638
0,0,"LRCH2",0
0,0,"C20orf114",0
0.0930232558139535,0.125619543556013,"MRPL10",0.218642799369966
0.111111111111111,0.117424242424242,"ZNF549",0.228535353535354
0,0,"CCL11",0
0,0,"IMPG2",0
0,0,"ATPBD4",0
0,0.0157894736842105,"SHQ1",0.0157894736842105
0,0.0820589798917972,"SPATA21",0.0820589798917972
0,0,"LOC284441",0
