"Promoter","Enhancer","Gene","Methylation_score"
0.116279069767442,0.444444444444444,"ZNF213",0.560723514211886
0.0552088841882602,0.049766163912905,"CELF3",0.104975048101165
0.0909090909090909,0.0416666666666667,"CYTL1",0.132575757575758
0.211382113821138,0.327648578811369,"WDR24",0.539030692632508
0.0731901762440926,0.0525538957528363,"C7",0.125744071996929
0.0720720720720721,0.0681818181818182,"SNORD116-11",0.14025389025389
0,0,"PRO0611",0
0,0,"SNORD1A",0
0,0,"KIAA0087",0
0.0966666666666667,0.0243682054713735,"FILIP1",0.12103487213804
0.0681208188820477,0.0525949305872925,"RPL3",0.12071574946934
0.0882352941176471,0.05,"C15orf62",0.138235294117647
0,0.0575404645480014,"SI",0.0575404645480014
0.166666666666667,0.061258933374318,"GOLT1A",0.227925600040985
0,0.0828125,"NOC3L",0.0828125
0,0,"BCAR4",0
0,0,"C5orf46",0
0.0595238095238095,0,"WDHD1",0.0595238095238095
0.0476190476190476,0.0966666666666667,"SNORD115-41",0.144285714285714
0.0882352941176471,0,"SLC35A1",0.0882352941176471
0.0727272727272727,0.178809826537099,"ZNF526",0.251537099264372
0,0.00328947368421053,"HAVCR1",0.00328947368421053
0,0,"OR56B1",0
0,0.0875,"SNORD121A",0.0875
0.116279069767442,0.0775960338968469,"TPCN1",0.193875103664289
0.105263157894737,0.00235294117647059,"UBR3",0.107616099071207
0.0779741358788802,0.0348851207638012,"NEK1",0.112859256642681
0.279626711316852,0.0743746567684548,"KCNQ1",0.354001368085307
0.0238095238095238,0.0555555555555556,"WDSUB1",0.0793650793650794
0,0.0422222222222222,"SNTB1",0.0422222222222222
0.0952380952380952,0.126509890572391,"SEMA7A",0.221747985810486
0,0,"C7orf40",0
0.333333333333333,0.0302788123456816,"SLC39A10",0.363612145679015
0.0690302853814793,0.111117026626328,"TBRG4",0.180147312007807
0,0.160096215114056,"RPP21",0.160096215114056
0,0,"LOC401387",0
0.0714285714285714,0.0515873015873016,"PLIN1",0.123015873015873
0.0289855072463768,0.0752481090716385,"AURKAIP1",0.104233616318015
0,0.0294117647058824,"GBP7",0.0294117647058824
0.0714285714285714,0.0305070698464025,"HEBP1",0.101935641274974
0.0909090909090909,0,"FOXE1",0.0909090909090909
0.176470588235294,0.095959595959596,"CYP46A1",0.27243018419489
0.214285714285714,0.0504201680672269,"CILP2",0.264705882352941
0.0666666666666667,0.0475027263611678,"WNT2B",0.114169393027834
0,0,"WBSCR26",0
0.0725321062549852,0.0522755823052932,"REL",0.124807688560278
0.0395604395604396,0.11109001740231,"LMBRD2",0.150650456962749
0,0,"SPINK5",0
0,0,"ZFP106",0
0.0833333333333333,0,"CD53",0.0833333333333333
0.0783410138248848,0.33291652041652,"MYADML2",0.411257534241405
0,0,"C1orf146",0
0,0,"C10orf18",0
0.142857142857143,0.0308283248207946,"UTP3",0.173685467677937
0.0181818181818182,0.0791666666666667,"USP20",0.0973484848484849
0,0,"CCDC48",0
0.024390243902439,0.0212765957446809,"RPP30",0.0456668396471199
0,0,"FLJ43663",0
0,0,"GAGE10",0
0,0.0147243107769424,"OR1M1",0.0147243107769424
0.0333333333333333,0,"EXOC4",0.0333333333333333
0.111111111111111,0.0265511035332007,"COG1",0.137662214644312
0.170998435579371,0.0586716068970037,"RDM1",0.229670042476375
0.146341463414634,0,"PSMF1",0.146341463414634
0.125,0.0632924741380624,"VPS54",0.188292474138062
0.239772727272727,0.0958929636255218,"SYMPK",0.335665690898249
0,0.0287557898428876,"CUBN",0.0287557898428876
0.0540540540540541,0.182792207792208,"ZNF398",0.236846261846262
0.0769230769230769,0.119047619047619,"OCLN",0.195970695970696
0.0384615384615385,0.087406015037594,"SLC6A18",0.125867553499132
0.0526315789473684,0.0336363636363636,"ZDHHC3",0.086267942583732
0,0,"EIF2C3",0
0,0,"C11orf67",0
0,0,"ITIH5L",0
0.0287769784172662,0.107705874372541,"TMEM176A",0.136482852789807
0.00210526315789474,0.0426146966208886,"SNORD77",0.0447199597787833
0,0.0230263157894737,"PSD3",0.0230263157894737
0,0,"SLC25A28",0
0,0,"BVES",0
0,0,"LOC91450",0
0.0319148936170213,0,"AIMP1",0.0319148936170213
0,0,"TFAP2D",0
0.16359292881032,0.149212825676277,"WDR74",0.312805754486597
0,0,"CRHBP",0
0.123666770581664,0.0647748895147085,"ALB",0.188441660096373
0.0278355278355278,0.0456223228538193,"SYNC",0.0734578506893472
0.0833333333333333,0.0241090146750524,"MYSM1",0.107442348008386
0.107903357903358,0.157953276263747,"CIRBP",0.265856634167105
0,0,"PDE1B",0
0.155172413793103,0,"PLEKHG5",0.155172413793103
0.222222222222222,0.015837982051904,"OLFML2B",0.238060204274126
0.1470506879041,0.0356658128555495,"TTN",0.18271650075965
0,0,"CYorf15B",0
0.0234113712374582,0.0209398976982097,"RPL18A",0.0443512689356679
0.0909090909090909,0.00909090909090909,"CLCC1",0.1
0.0384615384615385,0,"LZTR1",0.0384615384615385
0.0953869047619048,0.00520833333333333,"OSR2",0.100595238095238
0,0,"HNRPLL",0
0.0224719101123595,0.140136565532025,"PMS1",0.162608475644384
0,0.0495495495495495,"C6orf165",0.0495495495495495
0,0,"FAM127B",0
0,0.0234467455621302,"OR13D1",0.0234467455621302
0.130434782608696,0.00714285714285714,"LPCAT2",0.137577639751553
0.102040816326531,0.0317044723294723,"FNDC3B",0.133745288656003
0.0857142857142857,0.0250186071238703,"AP3M2",0.110732892838156
0,0,"A4GALT",0
0.14703557312253,0.0968122786304604,"FTH1",0.24384785175299
0.28,0.119565217391304,"TRIP4",0.399565217391304
0,0.0583976833976834,"EDA",0.0583976833976834
0,0.0196078431372549,"ZNF562",0.0196078431372549
0.0337835680301434,0.0453906368018975,"IL20",0.0791742048320408
0.0208333333333333,0.0423168117735959,"HIST1H2BI",0.0631501451069293
0,0,"GLT25D2",0
0,0,"LOC148189",0
0,0,"C2orf67",0
0.187430990062569,0.0392357670703533,"C4orf3",0.226666757132922
0,0.0657667088747988,"GPR182",0.0657667088747988
0,0,"FLJ40504",0
0.0333333333333333,0.141816026552869,"MUC12",0.175149359886202
0.208333333333333,0,"TRPV4",0.208333333333333
0.176470588235294,0.0407768671087206,"CCDC112",0.217247455344015
0,0,"LOC100130331",0
0.0151515151515152,0.3,"PRTN3",0.315151515151515
0.209110495537088,0.124868464908422,"RPS21",0.33397896044551
0.214285714285714,0.0600766622438449,"GNB5",0.274362376529559
0.12987012987013,0.121212121212121,"TFDP1",0.251082251082251
0.1,0.0733795146235722,"COMMD3",0.173379514623572
0.0714285714285714,0.046125730994152,"TMUB2",0.117554302422723
0.04,0.0694943257816615,"IL21R",0.109494325781662
0,0,"CELP",0
0.0593220338983051,0.10540966720212,"RPS27A",0.164731701100425
0,0,"C20orf118",0
0.268292682926829,0.0274914089347079,"COL18A1",0.295784091861537
0,0,"ZNF765",0
0,0,"TUBB8",0
0.2,0.0581730769230769,"PHC2",0.258173076923077
0,0,"PRR5-ARHGAP8",0
0.153846153846154,0.0688414227434191,"SCARA5",0.222687576589573
0,0.0166666666666667,"ARHGAP42",0.0166666666666667
0,0,"SCARNA9L",0
0.0588235294117647,0.0208333333333333,"CYP2J2",0.079656862745098
0.1,0.132343975468975,"TRMT12",0.232343975468975
0.142857142857143,0.111111111111111,"EPHA8",0.253968253968254
0.115789473684211,0.0692640692640693,"C19orf43",0.18505354294828
0,0,"GPAM",0
0.142857142857143,0.0283687943262411,"VEGFC",0.171225937183384
0,0,"FAM7A3",0
0,0,"KIAA1908",0
0.0224719101123595,0.0273528987266356,"C2orf47",0.0498248088389951
0,0,"LOC100128542",0
0.0796154613549539,0.038109646438785,"TRIM6",0.117725107793739
0.217391304347826,0,"RPL22L1",0.217391304347826
0.121212121212121,0.0795312925836219,"GPR84",0.200743413795743
0,0,"LOC284009",0
0.0625,0.0573518615314281,"EIF2B3",0.119851861531428
0,0,"GLRA1",0
0.0761061875111032,0.0377562656845242,"AG2",0.113862453195627
0.0461538461538462,0.0202857142857143,"PLOD3",0.0664395604395604
0,0,"PADI6",0
0.2,0.0660867165440167,"C6orf195",0.266086716544017
0,0,"C11orf90",0
0.25,0.131944444444444,"SCYL1",0.381944444444444
0.145670905966101,0.0858304151079517,"HOXA1",0.231501321074053
0,0,"DULLARD",0
0.428571428571429,0.0475346622359424,"MIOS",0.476106090807371
0.0982142857142857,0.0553777768451681,"KY",0.153592062559454
0.0384615384615385,0.0976190476190476,"DMBT1",0.136080586080586
0.13953488372093,0.203839055001846,"CACNA1H",0.343373938722776
0.00790513833992095,0.0809090909090909,"CST1",0.0888142292490118
0,0.04282622139765,"OR51L1",0.04282622139765
0,0,"OR52E8",0
0.0909090909090909,0.064315886134068,"USP35",0.155224977043159
0,0,"THOC3",0
0,0,"ACCN4",0
0.0869565217391304,0,"ZNF415",0.0869565217391304
0,0,"C1orf66",0
0.151596667823672,0.139769115931279,"TMEM179",0.291365783754952
0,0,"NHEDC1",0
0.0267857142857143,0.0478678209198525,"CUX1",0.0746535352055668
0,0,"C10orf125",0
0.1039823026404,0.068613871829212,"SEC1",0.172596174469612
0,0,"SNORD26",0
0.1,0.0875544662309368,"ZKSCAN5",0.187554466230937
0.102188318114063,0.0226431896833538,"RNF17",0.124831507797417
0.0576923076923077,0.0322916666666667,"MEMO1",0.0899839743589744
0.0144927536231884,0.0338180270769716,"HAL",0.04831078070016
0.0136986301369863,0.0498195278111244,"BYSL",0.0635181579481107
0,0,"BANK1",0
0.166666666666667,0.0806449647913063,"ALPPL2",0.247311631457973
0,0,"FAM9A",0
0.272727272727273,0.0617679140869186,"PRKAG3",0.334495186814191
0,0,"PNMA5",0
0.0379746835443038,0.0100496838301716,"NDUFV3",0.0480243673744754
0,0,"RGAG1",0
0,0,"C10orf137",0
0.0416666666666667,0.0824649141181399,"FSTL3",0.124131580784807
0.0666666666666667,0,"WFS1",0.0666666666666667
0.0833333333333333,0.0222060388898382,"TP53INP1",0.105539372223172
0.166666666666667,0.077834008097166,"CXXC5",0.244500674763833
0.133333333333333,0.0411703414359209,"ANKRD35",0.174503674769254
0.0526315789473684,0.0216346153846154,"ASAH1",0.0742661943319838
0.0769230769230769,0.0372549019607843,"ZNF625",0.114177978883861
0.140786749482402,0.117052312442784,"STX5",0.257839061925186
0,0.0275992183815107,"PKD2",0.0275992183815107
0.12,0.0350198412698413,"CCND2",0.155019841269841
0,0,"PRAMEF10",0
0.105263157894737,0.0965461828314493,"SEC61A1",0.201809340726186
0,0,"TSSK1B",0
0,0,"HEATR7B2",0
0.2,0.0383205204021289,"VPS4A",0.238320520402129
0,0.0859703020993344,"CARD17",0.0859703020993344
0.08,0.0722539414489879,"IFT80",0.152253941448988
0.0379006470075899,0.0440324965976518,"INF2",0.0819331436052417
0,0.0590191143878169,"ACSL5",0.0590191143878169
0,0.0989989209262558,"TEX2",0.0989989209262558
0.142857142857143,0.0835989990401755,"PVALB",0.226456141897318
0.079646017699115,0.215384615384615,"ZNFX1",0.29503063308373
0.156862745098039,0.075843137254902,"HHIPL1",0.232705882352941
0.0486206896551724,0.0623095238095238,"GBA2",0.110930213464696
0.173333333333333,0.121984516958415,"TUBA4B",0.295317850291748
0.0878324844368987,0.0461065815904526,"TNS1",0.133939066027351
0.125,0.00384615384615385,"ALG6",0.128846153846154
0,0,"TFDP3",0
0.119047619047619,0,"SLC13A5",0.119047619047619
0.0746268656716418,0.336971247563353,"RARG",0.411598113234995
0.192546583850932,0.0981792128212127,"SLC35B1",0.290725796672144
0.0785017313094472,0.0864919952359041,"PAN3",0.164993726545351
0.0178571428571429,0.0523512050485126,"ATP7B",0.0702083479056555
0.0412371134020619,0.0944159923209642,"ISLR2",0.135653105723026
0.333333333333333,0.0511111111111111,"KCNJ6",0.384444444444444
0,0,"MOSC2",0
0.181818181818182,0.0436875671944629,"HIST1H2BE",0.225505749012645
0.00295085688344115,0.0202198074610848,"BMX",0.023170664344526
0.0909090909090909,0.0581933980349984,"ESYT3",0.149102488944089
0,0,"CHST7",0
0.137909604519774,0.0606945259084473,"SKAP1",0.198604130428221
0.15,0.025,"RAB27A",0.175
0.0263157894736842,0.0416666666666667,"CNOT7",0.0679824561403509
0.02,0.0314144736842105,"ZNF295",0.0514144736842105
0.166666666666667,0.234343434343434,"SYPL2",0.401010101010101
0.157894736842105,0.333333333333333,"NLRP14",0.491228070175439
0,0,"SLC7A3",0
0.0714285714285714,0.0357142857142857,"CSTL1",0.107142857142857
0,0,"HIST2H2BF",0
0.304347826086957,0.0708994708994709,"ABCC8",0.375247296986427
0,0,"KRTAP9-8",0
0,0,"NR1H4",0
0.0392156862745098,0,"OR4D1",0.0392156862745098
0.142857142857143,0,"SLITRK3",0.142857142857143
0,0,"SSX4",0
0,0,"SOHLH2",0
0,0,"FAM111B",0
0.3125,0.171847058134214,"SDC4",0.484347058134214
0,0,"CES7",0
0,0.0185185185185185,"SNORD31",0.0185185185185185
0,0.126386312100598,"SDC3",0.126386312100598
0,0,"GRAMD1C",0
0.114285714285714,0.0241666666666667,"UTP18",0.138452380952381
0,0,"RHBDL2",0
0.166666666666667,0,"TPH2",0.166666666666667
0.0405559786747906,0.0121769319789122,"ATG16L1",0.0527329106537027
0,0.0452321961755924,"NGEF",0.0452321961755924
0,0,"FBN2",0
0.13375,0.00357142857142857,"EPO",0.137321428571429
0,0,"UBTFL1",0
0,0,"GPHB5",0
0.2,0.0497397783228451,"HIST1H4H",0.249739778322845
0,0,"LIMS3-LOC440895",0
0.1875,0.28125,"TFCP2L1",0.46875
0.0521624658315306,0.0570823121764887,"TUFT1",0.109244778008019
0,0.0910714285714286,"IDO1",0.0910714285714286
0.234375,0.0625,"SORCS3",0.296875
0.0526315789473684,0.0335983187134503,"DMTF1",0.0862298976608187
0.171428571428571,0.0366123642439432,"GABARAPL1",0.208040935672515
0.0571428571428571,0.0379099923722349,"DZIP3",0.0950528495150921
0.111111111111111,0.0252804792779049,"STIM1",0.136391590389016
0.215460526315789,0.155951363799108,"TDGF1",0.371411890114898
0,0,"NUDT9P1",0
0,0,"SPATA9",0
0,0,"FN3KRP",0
0.0740740740740741,0.0666967355202649,"IER5L",0.140770809594339
0.0505263157894737,0.0614862914862915,"BTBD9",0.112012607275765
0,0,"PSIMCT-1",0
0.167430025445293,0.0505826092291193,"BIRC6",0.218012634674412
0.0769230769230769,0.0427502365002365,"ARHGEF37",0.119673313423313
0,0,"CEP110",0
0.125,0.0687097021336152,"AQP5",0.193709702133615
0.111111111111111,0.0233796296296296,"LAPTM4B",0.134490740740741
0.0930232558139535,0.124565402014568,"TMEM179B",0.217588657828521
0.0644758841136503,0.0880281142163861,"EEF1D",0.152503998330036
0,0,"CELA3A",0
0,0,"C10orf95",0
0.112903225806452,0.0702244019673597,"C22orf24",0.183127627773811
0.0139627659574468,0.0219065161378776,"DLGAP1",0.0358692820953244
0.047166149068323,0.127500211882363,"RHOB",0.174666360950686
0.25,0,"ARHGAP39",0.25
0.0714285714285714,0.0250201775625504,"MYH11",0.0964487489911219
0.333333333333333,0.175490196078431,"PRDM14",0.508823529411765
0.0416666666666667,0,"NDUFAF1",0.0416666666666667
0.00813008130081301,0.0344464070904612,"GTPBP1",0.0425764883912742
0.0833333333333333,0.0592605716985589,"CTR9",0.142593905031892
0,0,"PLLP",0
0,0,"P704P",0
0,0.1001443001443,"OR2B6",0.1001443001443
0,0,"ZNF645",0
0.070463384324159,0.053689839013704,"PHB",0.124153223337863
0.214285714285714,0.0396295525814977,"BAALC",0.253915266867212
0.046916533758639,0.0195135099131722,"UMOD",0.0664300436718112
0.0535356347419058,0.0429565533300094,"C1R",0.0964921880719152
0.109606481481481,0.0667715617715618,"FGF17",0.176378043253043
0.2,0,"OR13F1",0.2
0.037037037037037,0.0683574879227053,"NUDT5",0.105394524959742
0,0,"FAM86B1",0
0.125,0.0178926413165972,"ETNK1",0.142892641316597
0,0,"ADAT3",0
0,0.0187419538807979,"CCAR1",0.0187419538807979
0.173913043478261,0.0833520203201054,"FJX1",0.257265063798366
0,0.146422762216969,"ST6GALNAC1",0.146422762216969
0.0702527991306905,0.022406618267832,"GLB1",0.0926594173985224
0.0869565217391304,0.0897101449275362,"TAF12",0.176666666666667
0,0,"METT5D1",0
0,0,"LOC645332",0
0,0,"MGC12982",0
0.072289156626506,0.255323182161127,"BANP",0.327612338787633
0,0.0136546184738956,"MACC1",0.0136546184738956
0.112913438834402,0.0334508199235124,"ZBTB2",0.146364258757914
0.0819672131147541,0,"RPL8",0.0819672131147541
0.0277777777777778,0.0325204875338565,"FAM118B",0.0602982653116343
0,0,"FKSG29",0
0.263157894736842,0.0349206349206349,"CA14",0.298078529657477
0.260869565217391,0.0833333333333333,"NEUROD2",0.344202898550725
0,0,"MPPED2",0
0,0,"GPR123",0
0,0,"LOC153684",0
0,0,"FAM90A1",0
0,0,"HUWE1",0
0.0416666666666667,0.102150537634409,"GJB6",0.143817204301075
0,0.0539215248070275,"HIST1H4K",0.0539215248070275
0.227513227513228,0.0801932367149758,"HOXA13",0.307706464228203
0,0,"BBS7",0
0.05,0.121553884711779,"SNORD85",0.171553884711779
0.105263157894737,0.0375757575757576,"FBN1",0.142838915470494
0,0,"CXorf57",0
0.213179413179413,0.0366313380106484,"DRD1",0.249810751190062
0,0,"GPRC6A",0
0,0.053921568627451,"OR7G3",0.053921568627451
0,0.0457371216500141,"SLC17A5",0.0457371216500141
0.100936100936101,0.20613629355535,"TSPAN32",0.307072394491451
0.2,0.0416666666666667,"ZNF341",0.241666666666667
0,0,"SDC4P",0
0.111111111111111,0.0586734693877551,"TNFRSF13C",0.169784580498866
0.0526315789473684,0,"PROK2",0.0526315789473684
0.0228571428571429,0.080952380952381,"ZNF707",0.103809523809524
0,0,"LOC285359",0
0.04,0.113636363636364,"FBXO5",0.153636363636364
0.0655737704918033,0.115384615384615,"GFRA4",0.180958385876419
0.158536585365854,0.0676147513826235,"ADAMTS4",0.226151336748477
0.0689655172413793,0.0952380952380952,"SLC14A1",0.164203612479475
0.040650406504065,0.136363636363636,"IMPDH1",0.177014042867701
0.199280753968254,0.125,"SGSM3",0.324280753968254
0.0188679245283019,0,"ANKS1A",0.0188679245283019
0.0666666666666667,0.0680352878129158,"KPNA5",0.134701954479582
0.115384615384615,0.0303030303030303,"WDR76",0.145687645687646
0.176470588235294,0,"ONECUT2",0.176470588235294
0.0714285714285714,0.0812543554006969,"MCPH1",0.152682926829268
0,0,"CLCA3P",0
0,0,"SILV",0
0,0,"NCRNA00171",0
0.11494708994709,0.135853649359894,"MYLPF",0.250800739306984
0,0,"ZNF829",0
0.0593220338983051,0.159863945578231,"MMAB",0.219185979476536
0.0476190476190476,0.0256410256410256,"PPM1E",0.0732600732600732
0.0714285714285714,0.0277048831228398,"H2AFJ",0.0991334545514112
0.0733333333333333,0.0962837162837163,"FAM107A",0.16961704961705
0.128690127077224,0.0391754079254079,"POLR1C",0.167865535002632
0.216313330937837,0.135803366121086,"REXO1",0.352116697058923
0.032258064516129,0.18125,"C19orf54",0.213508064516129
0.0168067226890756,0.025,"RAB3IP",0.0418067226890756
0,0.0662878787878788,"MLANA",0.0662878787878788
0.0588235294117647,0,"TASP1",0.0588235294117647
0.333333333333333,0.0737305180140546,"CEP350",0.407063851347388
0.117647058823529,0.0564499504548636,"SEH1L",0.174097009278393
0.16,0.0248668966692222,"FAM73A",0.184866896669222
0.125,0.333333333333333,"C17orf53",0.458333333333333
0.0357142857142857,0.0880865055543059,"TLCD1",0.123800791268592
0.161290322580645,0.0169491525423729,"CBY1",0.178239475123018
0,0,"LOC729799",0
0.01,0.0779940829331073,"MMAA",0.0879940829331073
0.0545454545454545,0.0622161788828456,"TRIB2",0.1167616334283
0,0.0107391304347826,"SRPK2",0.0107391304347826
0.230769230769231,0.116666666666667,"NIPSNAP1",0.347435897435897
0,0.0885416666666667,"BBS9",0.0885416666666667
0.275862068965517,0.0826781137325469,"C2orf54",0.358540182698064
0.0619469026548673,0,"ZMYND11",0.0619469026548673
0,0,"C8orf71",0
0,0,"AMOTL1",0
0.0437084398976982,0.0363712231194709,"MPZ",0.0800796630171691
0.0163934426229508,0.0216374269005848,"PLAT",0.0380308695235356
0.105263157894737,0.0672099717164095,"SMNDC1",0.172473129611146
0.3,0.0873128765587782,"C11orf70",0.387312876558778
0.142857142857143,0.0449160035366932,"SFXN4",0.187773146393836
0.0283018867924528,0.0461422349580244,"ZNF302",0.0744441217504773
0.0434782608695652,0,"LSS",0.0434782608695652
0.0293706293706294,0.0748197094847466,"CIDEC",0.104190338855376
0.111111111111111,0,"GPR39",0.111111111111111
0.2,0.133623874047601,"GRIN2C",0.333623874047601
0,0,"MIER2",0
0,0.0918838006275926,"CYP1A2",0.0918838006275926
0.0396825396825397,0.0547537305839545,"CKLF",0.0944362702664941
0.103448275862069,0.0223160948967401,"FOXR1",0.125764370758809
0,0.048452380952381,"SPC25",0.048452380952381
0.0789473684210526,0.0267789502164502,"CAMK2N2",0.105726318637503
0,0,"SEPT6",0
0.051948051948052,0.11276194935933,"SEZ6L",0.164710001307382
0.230769230769231,0.00833333333333333,"PPM1H",0.239102564102564
0.0924528301886793,0.109747023809524,"RILP",0.202199853998203
0.142857142857143,0.166666666666667,"KIAA1211",0.30952380952381
0.0784313725490196,0.179549114331723,"GRB7",0.257980486880743
0.0465116279069767,0.0374313186813187,"CMTM5",0.0839429465882954
0,0,"ALMS1P",0
0,0,"ACBD5",0
0.266666666666667,0.5,"TSPAN13",0.766666666666667
0,0,"CXADRP2",0
0,0.0903409090909091,"FAM186A",0.0903409090909091
0,0,"LOC644165",0
0.130434782608696,0,"MORF4L1",0.130434782608696
0,0,"HRH4",0
0.263157894736842,0.242592592592593,"CHMP4B",0.505750487329435
0.11503002017318,0.081830006150285,"ZNF48",0.196860026323465
0.109756097560976,0.0238095238095238,"SCRT1",0.133565621370499
0,0.105749805749806,"CELA2A",0.105749805749806
0.09375,0.226010101010101,"PFKP",0.319760101010101
0.107979524239687,0.0569978444052518,"ST5",0.164977368644939
0.277777777777778,0.037037037037037,"ZADH2",0.314814814814815
0.0713725490196079,0.0422222222222222,"UBAP1",0.11359477124183
0,0,"TDGF3",0
0.05,0.0454545454545455,"NUDT12",0.0954545454545455
0,0,"C9orf130",0
0.0461538461538462,0.0830769230769231,"TMEM41B",0.129230769230769
0.196078431372549,0.0412300090584077,"TCTEX1D4",0.237308440430957
0.0828627209380575,0.0752737331563553,"SP8",0.158136454094413
0.181818181818182,0.058499743983615,"VPS13D",0.240317925801797
0.191489361702128,0.123755097704736,"SLC9A5",0.315244459406864
0.125,0.0331632653061225,"GCM1",0.158163265306122
0.0353982300884956,0,"ACTN1",0.0353982300884956
0.146341463414634,0.0512987012987013,"NFIL3",0.197640164713335
0,0,"LOC144486",0
0.0769230769230769,0,"MRAP2",0.0769230769230769
0.12872210105671,0.130549626077579,"TTLL1",0.259271727134289
0.0598339818618333,0.0613808550605927,"CNTF",0.121214836922426
0,0,"ACTC1",0
0.25,0,"TMCO5A",0.25
0,0,"SLC1A1",0
0,0,"IL3RA",0
0.0350124378109453,0.102322801576533,"STYX",0.137335239387478
0.0893097458493039,0.0571735581035627,"CSK",0.146483303952867
0.181818181818182,0,"DDOST",0.181818181818182
0,0,"BRP44L",0
0.176003734827264,0.0510425719837485,"HHIP",0.227046306811013
0.2,0.00779220779220779,"EPHX4",0.207792207792208
0.0518518518518519,0.219298245614035,"RPL11",0.271150097465887
0.157894736842105,0.0872053872053872,"CDC42EP5",0.245100124047492
0.0819672131147541,0.0324019691294972,"MOGS",0.114369182244251
0,0.0043859649122807,"C10orf129",0.0043859649122807
0.0294117647058824,0.0392156862745098,"PSMB3",0.0686274509803922
0.0833333333333333,0.128623188405797,"C15orf59",0.21195652173913
0,0,"C10orf84",0
0,0,"NPFFR2",0
0.142857142857143,0.333333333333333,"OLIG2",0.476190476190476
0.230769230769231,0.033185263528997,"DNAJC6",0.263954494298228
0,0,"OSTBETA",0
0.2,0.175440976933514,"STX18",0.375440976933514
0.037995337995338,0.0769230769230769,"NOG",0.114918414918415
0,0,"RGPD5",0
0,0,"SHC2",0
0.189189189189189,0,"PKLR",0.189189189189189
0.121212121212121,0.0608527333299622,"HIST2H2BE",0.182064854542083
0.00131233595800525,0.0270784614218285,"PCDHA10",0.0283907973798338
0.315789473684211,0.0726627002031405,"PDZK1IP1",0.388452173887351
0.00638792102206736,0.061630141429512,"CDH12",0.0680180624515794
0.0454545454545455,0.112219887955182,"FCHO2",0.157674433409728
0.111111111111111,0.0525340127559244,"KIAA1919",0.163645123867036
0.136363636363636,0.0257260372472576,"SLC36A4",0.162089673610894
0,0,"VAV1",0
0.111111111111111,0.0503847148583991,"NT5C2",0.16149582596951
0.176470588235294,0,"SH3GL2",0.176470588235294
0.0588235294117647,0.0452898550724638,"DLK1",0.104113384484228
0,0,"KLHL33",0
0,0,"PWRN1",0
0.214285714285714,0,"MT1A",0.214285714285714
0.111111111111111,0.0326745718050066,"ABAT",0.143785682916118
0,0,"C1orf130",0
0.105263157894737,0.0357142857142857,"KLHL22",0.140977443609023
0.0487394222989964,0.0394736842105263,"CEP170",0.0882131065095227
0,0,"MGC12916",0
0.0833333333333333,0.0847387906211436,"RNASE10",0.168072123954477
0.0869565217391304,0.128472222222222,"SH3PXD2B",0.215428743961353
0,0,"PEG3AS",0
0.0289351851851852,0.0307829759584146,"XPNPEP1",0.0597181611435997
0,0,"CPXCR1",0
0.25,0.0890399187458741,"DCTN6",0.339039918745874
0,0.0254493443400045,"MYCBP",0.0254493443400045
0,0,"CASP4",0
0,0,"CCR3",0
0,0,"GFI1B",0
0.101694915254237,0.0823529411764706,"HSPB2",0.184047856430708
0,0.0576527443823257,"HIST1H4J",0.0576527443823257
0.088878017227098,0.0640592778777012,"MAP3K1",0.152937295104799
0.0757575757575757,0.063514968276873,"MIA",0.139272544034449
0.117647058823529,0.0434173669467787,"OMG",0.161064425770308
0.0303030303030303,0.0393534649632211,"C20orf144",0.0696564952662514
0.285714285714286,0.0357142857142857,"NEUROD1",0.321428571428571
0.272727272727273,0.197797854319593,"ABHD3",0.470525127046866
0.333333333333333,0.166666666666667,"MEGF11",0.5
0,0.0408991879580115,"PHKG1",0.0408991879580115
0.027027027027027,0,"SHISA3",0.027027027027027
0.0714285714285714,0.0113449768622182,"AIM1L",0.0827735482907897
0,0,"GUCY1B2",0
0.0984977324263039,0.0352274504154123,"CGN",0.133725182841716
0,0.028030303030303,"ASB15",0.028030303030303
0.176470588235294,0.128240740740741,"WNT7B",0.304711328976035
0.0408163265306122,0.0125,"HLX",0.0533163265306122
0.0588235294117647,0.0223529411764706,"KCTD16",0.0811764705882353
0,0,"MCART3P",0
0.222222222222222,0.0625,"PTF1A",0.284722222222222
0,0,"HLA-DRB6",0
0,0.0266057521909863,"SNORA19",0.0266057521909863
0.0615384615384615,0.0208333333333333,"TMEM53",0.0823717948717949
0.218113009592326,0.00878542510121457,"ALOX12",0.226898434693541
0.0499905186308903,0.10419773179364,"NDRG2",0.15418825042453
0.0612244897959184,0.0865196078431373,"UBTD1",0.147744097639056
0.141724941724942,0.0810185185185185,"ARG2",0.22274346024346
0.142857142857143,0.040007806401249,"STAP1",0.182864949258392
0,0.033604817265452,"ZNF23",0.033604817265452
0.107142857142857,0.00127877237851662,"FOXI1",0.108421629521374
0,0,"KIR2DS1",0
0.105263157894737,0.0357165404040404,"LINGO4",0.140979698298777
0,0,"MMP23A",0
0.0909090909090909,0.122470753007085,"PINX1",0.213379843916176
0.0555555555555556,0.0405612244897959,"FAM120B",0.0961167800453515
0.222222222222222,0.0930232558139535,"C19orf35",0.315245478036176
0.115384615384615,0.0366793242988895,"H2AFX",0.152063939683505
0.111111111111111,0.00191570881226054,"OVGP1",0.113026819923372
