"TF","size","nes","pval","pval.fdr"
"PPARG",40,0.127936210259883,0.898199454852389,0.979079790720513
"PAX8",11,-0.120099645180915,0.904404213462168,0.979079790720513
"MYB",25,0.0993524137696746,0.920858464064959,0.986627672793985
"NR2F2",18,-0.0902369621922244,0.928098912543495,0.986627672793985
"FOXO3",38,-0.0793077043620898,0.936787878411369,0.986972943326264
"STAT6",10,-0.044279847941816,0.964681334929636,0.989923543925753
"FOXO1",43,0.0429620019407761,0.965731823928459,0.989923543925753
"GATA2",39,-0.0398147541909416,0.968240813415131,0.989923543925753
"ELK1",30,-0.0247611707734675,0.980245462788822,0.989923543925753
"FOSL1",11,-0.0231453123202038,0.981534361350111,0.989923543925753
"VDR",24,0.00919380026965881,0.992664512049744,0.992664512049744
