"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ID"
"MMP20",3.21835217142857,4.35424754039216,2.77403861035623,0.00781282975834331,0.958847154152314,-2.95329515226417,"MMP20"
"ACR",-2.84038428530164,-1.81929329048031,-2.76991292838234,0.00789866306821899,0.958847154152314,-2.95889101043701,"ACR"
"UHRF1",-1.84024018571429,4.97751458823529,-2.76744083089266,0.00795051036840129,0.958847154152314,-2.96224160494547,"UHRF1"
"BTN2A3",-1.11667844428572,2.01988209588235,-2.76625209392138,0.00797555342833075,0.958847154152314,-2.963852128573,"BTN2A3"
"UBE2T",0.51046221428571,6.52691811764706,2.76538545853079,0.00799385665401665,0.958847154152314,-2.9650259969774,"UBE2T"
"TACR3",-2.04666098642857,-2.09184221078431,-2.7643284601567,0.00801623279118167,0.958847154152314,-2.96645741079429,"TACR3"
"HSPA2",-1.52920432857143,1.9796669,-2.76432589662494,0.00801628713008375,0.958847154152314,-2.96646088198781,"HSPA2"
"PPM1E",-2.07512404571428,-3.22734917647059,-2.75853045317303,0.00814000517865827,0.958847154152314,-2.97430327455572,"PPM1E"
"BAMBI",-2.92393917285715,0.854685000196078,-2.75834856270845,0.00814391643815685,0.958847154152314,-2.97454924589757,"BAMBI"
"RBMX",-1.60006329999999,-6.99018631372549,-2.75821798640779,0.00814672533870602,0.958847154152314,-2.9747258187352,"RBMX"
"EEF1D",-2.23975013714286,-2.43938481568627,-2.75362882635984,0.00824601482965253,0.958847154152314,-2.98092829717827,"EEF1D"
"CLUAP1",2.43459574285714,6.10473492156863,2.75026551951924,0.00831948952921189,0.958847154152314,-2.98546995518511,"CLUAP1"
"MRPL18",-0.661666985714287,2.12773567647059,-2.74846012994204,0.00835917854346104,0.958847154152314,-2.98790646732927,"MRPL18"
"WASH2P",1.62787962857143,3.45752640980392,2.74819020367327,0.00836512748043208,0.958847154152314,-2.98827066919451,"WASH2P"
"IRX3",-5.68060865714286,-3.0456308627451,-2.74478087650688,0.00844060276836872,0.958847154152314,-2.99286886059349,"IRX3"
"ANG",-1.99301173110837,-0.210499002166203,-2.73631001730163,0.00863085487488202,0.958847154152314,-3.00427837593922,"ANG"
"OVOL1",-3.25546334285714,-4.61222832156863,-2.73527607708639,0.00865434536642348,0.958847154152314,-3.00566951510684,"OVOL1"
"COL23A1",-3.057858375,0.666963644117647,-2.73486530090745,0.00866369428728598,0.958847154152314,-3.00622211349638,"COL23A1"
"C17orf55",-3.13339041714285,-4.43009815882353,-2.73393120393991,0.00868498819028567,0.958847154152314,-3.00747852062817,"C17orf55"
"TMEM27",-1.31752872071428,-1.32903709843137,-2.73211152741727,0.00872660847162867,0.958847154152314,-3.00992531519921,"TMEM27"
"FAM117A",0.882236971428567,6.55915198039216,2.73139526848887,0.00874304132287633,0.958847154152314,-3.01088814344735,"FAM117A"
"MYRIP",-1.79072440685714,-0.663972934313726,-2.7273290525312,0.00883687228722256,0.958847154152314,-3.01635117824267,"MYRIP"
"RNF213",1.72705243142857,-0.870513898039216,2.72683344506399,0.00884837197455994,0.958847154152314,-3.01701669139034,"RNF213"
"KLHL5",-3.66963247571428,-3.68215304117647,-2.72595593057161,0.00886876693396731,0.958847154152314,-3.01819485434582,"KLHL5"
"PRG2",-3.52598007142857,4.11440173019608,-2.72589739937998,0.00887012883889831,0.958847154152314,-3.01827343076626,"PRG2"
"ZNF778",-1.88220505428571,-2.50591426823529,-2.72549179501065,0.00887957174083588,0.958847154152314,-3.01881791409692,"ZNF778"
"C17orf85",-0.563086228571431,5.78902466666667,-2.72540141980126,0.00888167703241711,0.958847154152314,-3.01893922694349,"C17orf85"
"GDF9",-1.1685866,-1.08402991772549,-2.7188906208038,0.0090345607569879,0.970245603389193,-3.02767226432109,"GDF9"
"ECM2",-2.07281199142857,-0.782053592941176,-2.70786790986173,0.00929892215998239,0.982392679760855,-3.04242757707687,"ECM2"
"SNORD79",-1.23974344285714,-0.999711454705882,-2.70774759516704,0.00930184656025827,0.982392679760855,-3.0425884275872,"SNORD79"
"GPS2",-1.23760653571428,-1.66284559803922,-2.70329854798682,0.00941058195234775,0.982392679760855,-3.04853329054077,"GPS2"
"PTPRS",-1.16843095714285,-7.27177333333333,-2.69626380282298,0.00958489897256366,0.982392679760855,-3.05792070773549,"PTPRS"
"TGM7",-4.33637408857143,-1.15219277,-2.69576973133879,0.00959725262008204,0.982392679760855,-3.05857943854108,"TGM7"
"AACSL",-0.719700181357191,3.68200504410962,-2.69555603283398,0.00960260041873293,0.982392679760855,-3.05886433294593,"AACSL"
"SULT1A2",-1.45598245714287,5.10241602941176,-2.69505838067076,0.00961506476399269,0.982392679760855,-3.0595277282498,"SULT1A2"
"GRAMD3",-1.12781288285714,1.75691904490196,-2.6947791290242,0.009622065494299,0.982392679760855,-3.05989995105437,"GRAMD3"
"LOC728024",-1.15973629714286,1.33363978313725,-2.69234521085154,0.0096832814763047,0.982392679760855,-3.06314316790166,"LOC728024"
"DUOXA2",-2.85391171142857,-5.51594609019608,-2.68538669248375,0.00986027566770133,0.982392679760855,-3.07240529235411,"DUOXA2"
"SORCS3",-3.20509140028571,-1.82927013233333,-2.68318916339889,0.00991678543041943,0.982392679760855,-3.07532717530262,"SORCS3"
"UBXN11",-2.02138449999999,-6.94215809803922,-2.67802238113142,0.0100508233250832,0.982392679760855,-3.08219109986993,"UBXN11"
"SIGLECP3",-3.63669602857143,-1.75733070196078,-2.67785031946518,0.0100553154682011,0.982392679760855,-3.08241953528263,"SIGLECP3"
"SIX6",-1.6082217,-6.79600270588235,-2.67074101704428,0.0102425422631294,0.982392679760855,-3.09184999409995,"SIX6"
